Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta
Rb2CrWO3Br3,1.72777,-1.70018,22.26592,30.00000,0.85000,0.48000,1.05100,0.36161,22.84082,0.04286,0.03682,0.05850,22.81265,0.04289,1862.00000,1755.00000,107.00000
Rb2ZrFeO3Br3,1.68943,-2.09054,25.46759,30.00000,0.85000,0.48000,1.01764,0.40625,23.37453,0.04290,0.03712,0.05817,23.36744,0.04290,1865.00000,1758.00000,107.00000
Rb2GeFeO3Se3,1.56059,-1.39910,32.33388,30.00000,0.81337,0.89000,1.05872,0.34763,23.61549,0.04401,0.03856,0.05904,24.65294,0.04290,1865.00000,1890.00000,-25.00000
Rb2GeInO3Br3,1.61280,-1.60649,30.32681,30.00000,0.85000,0.48000,1.02523,0.39583,24.24401,0.04295,0.03754,0.05740,24.26417,0.04291,1867.00000,1763.00000,104.00000
Rb2GeGaSe3Br3,1.69015,-1.24919,24.96504,30.00000,0.80690,0.41000,1.02524,0.29188,22.15950,0.04418,0.03807,0.06033,23.29880,0.04291,1867.00000,1907.00000,-40.00000
Rb2GeMoSe6,1.09474,-0.99809,23.43648,30.00000,0.83484,0.00000,1.03004,0.28283,22.86566,0.04339,0.03690,0.53248,23.33255,0.04291,1867.00000,1823.00000,44.00000
Rb2SnMnO3S3,1.59010,-1.79022,31.59221,30.00000,0.85000,0.86000,1.03245,0.41204,24.45838,0.04296,0.03766,0.05734,24.44560,0.04293,1870.00000,1765.00000,105.00000
Rb2SnCrO3Se3,1.69974,-1.50957,24.80929,30.00000,0.85000,0.89000,1.02934,0.38609,23.24466,0.04292,0.03707,0.05829,23.22863,0.04293,1870.00000,1760.00000,110.00000
Rb2MnBiSe3I3,1.04334,-1.07988,15.05016,30.00000,0.85000,0.11000,0.96475,0.33612,21.86917,0.04285,0.03553,0.52719,21.79584,0.04294,1872.00000,1754.00000,118.00000
Rb2MnSbO3S3,1.59400,-1.61345,31.43676,30.00000,0.85000,0.86000,1.05317,0.38426,24.42421,0.04297,0.03765,0.05738,24.42726,0.04296,1873.00000,1766.00000,107.00000
Rb2SnVO3I3,1.75519,-1.82270,20.43554,30.00000,0.82712,0.78000,1.03065,0.34167,21.81021,0.04366,0.03718,0.06035,22.40584,0.04297,1874.00000,1854.00000,20.00000
Rb2ZrMoO3Se3,1.71266,-2.11569,24.24008,30.00000,0.85000,0.89000,1.02824,0.38757,23.06076,0.04300,0.03704,0.05856,23.08321,0.04297,1874.00000,1768.00000,106.00000
Na2SnCrSe6,0.98575,-0.99463,0.36192,30.00000,0.85000,0.00000,0.90520,0.32955,19.10972,0.04301,0.03360,0.48518,19.13213,0.04297,1874.00000,1770.00000,104.00000
Rb2WMnO3Se3,1.73668,-1.59138,22.39706,30.00000,0.83838,0.89000,1.04270,0.36834,22.39490,0.04338,0.03713,0.05952,22.72060,0.04298,1877.00000,1820.00000,57.00000
Rb2NbTaO3Se3,1.74139,-2.16971,21.76131,30.00000,0.84924,0.89000,1.03486,0.37870,22.61284,0.04301,0.03681,0.05895,22.60905,0.04299,1878.00000,1769.00000,109.00000
Na2NbFeO3F3,1.96117,-2.67270,0.14479,30.00000,0.85000,0.54000,0.97172,0.47417,18.81672,0.04302,0.03491,0.06334,18.83964,0.04300,1879.00000,1773.00000,106.00000
Na2SnWO3S3,1.96016,-1.64030,0.19190,30.00000,0.85000,0.86000,0.93969,0.39815,18.83523,0.04301,0.03491,0.06329,18.83922,0.04300,1879.00000,1771.00000,108.00000
Rb2MnSbBr3I3,1.04669,-1.29471,16.24626,30.00000,0.82958,0.30000,0.99427,0.29928,21.44028,0.04360,0.03614,0.53088,21.90666,0.04300,1879.00000,1843.00000,36.00000
Rb2NbTaO6,1.64179,-2.88472,29.16881,30.00000,0.85000,0.00000,1.08146,0.45714,23.95422,0.04304,0.03746,0.05779,23.97702,0.04301,1882.00000,1776.00000,106.00000
Rb2SnFeO3Cl3,1.61560,-1.83536,30.88091,30.00000,0.85000,0.28000,1.03460,0.41589,24.21706,0.04308,0.03763,0.05760,24.26472,0.04302,1883.00000,1782.00000,101.00000
Rb2GeCuO3Se3,1.18817,-1.36036,31.92543,30.00000,0.84317,0.89000,1.03933,0.37278,24.44644,0.04324,0.03770,0.22128,24.64608,0.04303,1884.00000,1799.00000,85.00000
Rb2NbFeO3I3,1.75213,-1.90450,20.98337,30.00000,0.84416,0.78000,1.01904,0.35694,22.30905,0.04318,0.03686,0.05947,22.41969,0.04304,1885.00000,1788.00000,97.00000
K2WBiO3Cl3,1.96135,-1.76572,0.21234,30.00000,0.85000,0.28000,1.00418,0.42368,18.81346,0.04304,0.03492,0.06338,18.75595,0.04305,1886.00000,1778.00000,108.00000
K2FeMnCl3I3,0.98341,-1.36589,0.40519,30.00000,0.83412,0.50000,0.97261,0.32170,18.59550,0.04372,0.03392,0.48605,19.06528,0.04305,1886.00000,1862.00000,24.00000
Rb2GeGaO3I3,1.68322,-1.40946,26.77952,30.00000,0.79809,0.78000,1.04801,0.31944,21.99950,0.04474,0.03854,0.06116,23.45815,0.04305,1886.00000,1957.00000,-71.00000
Rb2TiCrSe6,1.07223,-1.34005,20.97271,30.00000,0.85000,0.00000,1.01015,0.30808,22.75497,0.04303,0.03629,0.53786,22.70875,0.04308,1889.00000,1775.00000,114.00000
Na2SnInO3Cl3,1.94647,-1.74863,1.92645,30.00000,0.85000,0.28000,0.90119,0.46417,19.08606,0.04307,0.03507,0.06309,19.02360,0.04310,1890.00000,1779.00000,111.00000
Rb2FeMnO3S3,1.47908,-1.65364,36.17160,30.00000,0.85000,0.86000,1.04271,0.39815,25.16444,0.04310,0.03806,0.05826,25.17181,0.04310,1890.00000,1783.00000,107.00000
Rb2GeCrO3Br3,1.59455,-1.64803,32.23128,30.00000,0.84362,0.48000,1.06733,0.34077,24.22980,0.04331,0.03791,0.05792,24.40545,0.04312,1892.00000,1809.00000,83.00000
Rb2WFeO3I3,1.78584,-1.50559,18.72317,30.00000,0.83200,0.78000,1.02746,0.34583,21.46350,0.04370,0.03698,0.06100,21.93369,0.04313,1893.00000,1858.00000,35.00000
Na2GeMnI6,0.99356,-1.01053,4.19018,30.00000,0.78780,0.00000,0.91068,0.26705,18.10550,0.04533,0.03543,0.49984,19.65127,0.04317,1894.00000,2002.00000,-108.00000
Rb2MoInO3Br3,1.72413,-1.69975,24.30364,30.00000,0.85000,0.48000,1.01228,0.41369,22.89814,0.04319,0.03710,0.05900,22.86617,0.04317,1894.00000,1792.00000,102.00000
Rb2GeGaSe3F3,1.59709,-2.00204,32.46625,30.00000,0.75527,1.43000,1.07181,0.34954,21.61638,0.04643,0.04028,0.06302,24.37004,0.04318,1896.00000,2082.00000,-186.00000
K2ZrWO6,1.96797,-2.78937,0.17727,30.00000,0.85000,0.00000,1.04350,0.47143,18.69146,0.04320,0.03498,0.06382,18.66090,0.04318,1896.00000,1794.00000,102.00000
Rb2ZrBiO3I3,1.80142,-1.88158,17.50594,30.00000,0.85000,0.78000,0.97993,0.41111,21.67720,0.04319,0.03647,0.06038,21.67951,0.04319,1898.00000,1793.00000,105.00000
Rb2GeCrO3Se3,1.59901,-1.54548,32.55481,30.00000,0.80127,0.89000,1.06574,0.33876,22.95319,0.04479,0.03903,0.06033,24.38509,0.04319,1898.00000,1965.00000,-67.00000
Na2ZrBiO3Cl3,1.96909,-2.05595,0.18330,30.00000,0.85000,0.28000,0.90311,0.46106,18.67016,0.04323,0.03499,0.06390,18.67892,0.04321,1900.00000,1796.00000,104.00000
Rb2FeSbO3Cl3,1.62861,-1.80655,30.73320,30.00000,0.85000,0.28000,1.05550,0.38785,24.08536,0.04318,0.03765,0.05791,24.04361,0.04322,1901.00000,1789.00000,112.00000
Rb2FeMnO3Br3,1.69281,-1.73078,27.05941,30.00000,0.85000,0.48000,1.03405,0.38393,23.32937,0.04325,0.03737,0.05875,23.33335,0.04323,1902.00000,1800.00000,102.00000
Rb2TiMoO3Se3,1.70501,-2.05042,25.96710,30.00000,0.82097,0.89000,1.05409,0.35355,22.36629,0.04413,0.03794,0.06033,23.12432,0.04323,1902.00000,1901.00000,1.00000
Rb2GeNbO3I3,1.72424,-1.90276,24.95117,30.00000,0.80583,0.78000,1.04361,0.32500,21.69646,0.04474,0.03825,0.06162,22.92395,0.04324,1904.00000,1955.00000,-51.00000
K2CrMoO3F3,1.97367,-2.60322,0.23314,30.00000,0.85000,0.54000,1.08188,0.44465,18.58659,0.04335,0.03504,0.06424,18.63389,0.04324,1904.00000,1816.00000,88.00000
Rb2GeVS3Cl3,1.42162,-1.48766,37.85467,30.00000,0.78027,0.58000,1.06216,0.29315,23.20269,0.04554,0.04001,0.06499,25.31672,0.04324,1904.00000,2018.00000,-114.00000
Rb2SnZnS3Se3,1.74722,-1.00477,22.59287,30.00000,0.85000,0.03000,0.97783,0.37435,22.54127,0.04323,0.03695,0.05945,22.52350,0.04324,1904.00000,1797.00000,107.00000
Rb2TiWO3Se3,1.74639,-2.05018,22.63071,30.00000,0.82463,0.89000,1.05179,0.35651,21.87732,0.04402,0.03754,0.06080,22.54281,0.04324,1904.00000,1892.00000,12.00000
Rb2SnGeO3Se3,1.65759,-1.37837,29.24804,30.00000,0.82996,0.89000,1.04836,0.36095,23.21244,0.04384,0.03801,0.05931,23.71364,0.04325,1909.00000,1871.00000,38.00000
K2VFeO3F3,1.97218,-2.65257,0.11219,30.00000,0.85000,0.54000,1.08744,0.43727,18.61394,0.04328,0.03500,0.06408,18.63236,0.04326,1910.00000,1804.00000,106.00000
Na2SnFeO3F3,1.97379,-2.28392,0.11722,30.00000,0.85000,0.54000,0.95971,0.49262,18.58434,0.04333,0.03502,0.06420,18.62249,0.04326,1910.00000,1813.00000,97.00000
Rb2TiCrO3Se3,1.68366,-2.10723,27.91365,30.00000,0.82996,0.89000,1.04836,0.36095,22.89317,0.04391,0.03792,0.05974,23.43569,0.04328,1912.00000,1879.00000,33.00000
Na2SnMoSe6,0.97872,-0.91214,0.42121,30.00000,0.85000,0.00000,0.90952,0.32323,18.64406,0.04364,0.03364,0.48722,18.81981,0.04329,1913.00000,1849.00000,64.00000
Na2WBiO3Cl3,1.97319,-1.67271,0.21098,30.00000,0.85000,0.28000,0.92682,0.42368,18.59548,0.04333,0.03503,0.06419,18.55922,0.04330,1914.00000,1814.00000,100.00000
Rb2TaMnO3Cl3,1.68804,-2.20321,28.03833,30.00000,0.85000,0.28000,1.04611,0.40031,23.39261,0.04336,0.03749,0.05886,23.39219,0.04330,1914.00000,1817.00000,97.00000
K2MoFeO3F3,1.97062,-2.39272,0.21916,30.00000,0.85000,0.54000,1.07366,0.45572,18.64312,0.04327,0.03501,0.06401,18.65852,0.04331,1916.00000,1802.00000,114.00000
Rb2FeMnSe3Br3,1.05554,-1.30137,20.45712,30.00000,0.85000,0.41000,0.99779,0.32741,22.25720,0.04345,0.03627,0.54468,22.38033,0.04332,1917.00000,1828.00000,89.00000
Rb2MoInO3I3,1.77580,-1.55106,20.39032,30.00000,0.85000,0.78000,0.99760,0.38611,22.09170,0.04329,0.03676,0.06009,22.02448,0.04332,1917.00000,1805.00000,112.00000
Rb2NbCuO3Cl3,1.61364,-2.11187,32.06715,30.00000,0.85000,0.28000,1.02669,0.42679,24.23739,0.04327,0.03780,0.05790,24.17879,0.04333,1919.00000,1803.00000,116.00000
Rb2ZrCrO3S3,1.58511,-2.08299,33.65861,30.00000,0.85000,0.86000,1.03245,0.41204,24.50355,0.04329,0.03793,0.05785,24.45367,0.04333,1919.00000,1806.00000,113.00000
Rb2SnGaS3Br3,1.74260,-1.24935,23.39752,30.00000,0.85000,0.38000,1.00185,0.34474,22.61514,0.04332,0.03705,0.05948,22.59588,0.04336,1921.00000,1810.00000,111.00000
Rb2VMnO3Br3,1.69897,-2.03851,27.33404,30.00000,0.85000,0.48000,1.05794,0.35268,23.25188,0.04338,0.03744,0.05902,23.24006,0.04336,1921.00000,1819.00000,102.00000
Na2GeGaSe3Cl3,1.89795,-1.23946,8.11563,30.00000,0.79150,0.61000,0.94042,0.30343,18.59795,0.04518,0.03699,0.06602,19.86045,0.04338,1923.00000,1994.00000,-71.00000
Rb2ZrBiO3Br3,1.78433,-2.07324,20.42205,30.00000,0.85000,0.48000,0.99346,0.44048,21.95267,0.04344,0.03682,0.06051,22.01088,0.04339,1924.00000,1827.00000,97.00000
Rb2SnBiO3Br3,1.78801,-1.48236,19.72998,30.00000,0.85000,0.48000,0.99965,0.43155,21.89496,0.04337,0.03673,0.06046,21.85456,0.04340,1925.00000,1818.00000,107.00000
Rb2VCuO3Cl3,1.57185,-2.07173,35.08498,30.00000,0.85000,0.28000,1.04961,0.39564,24.61733,0.04344,0.03810,0.05805,24.61302,0.04342,1926.00000,1826.00000,100.00000
Rb2TiCrO3S3,1.50670,-2.10060,37.13799,30.00000,0.84252,0.86000,1.05907,0.37654,24.80014,0.04361,0.03844,0.05865,24.98542,0.04343,1927.00000,1845.00000,82.00000
Rb2GeVS3Br3,1.13007,-1.39266,29.85915,30.00000,0.78910,0.38000,1.05122,0.28158,22.16263,0.04551,0.03888,0.45341,23.95914,0.04344,1928.00000,2017.00000,-89.00000
K2SnFeO3S3,1.97433,-1.62604,0.12672,30.00000,0.85000,0.86000,1.00772,0.41204,18.57425,0.04334,0.03502,0.06424,18.55417,0.04344,1928.00000,1815.00000,113.00000
Rb2TiCrO3I3,1.76343,-2.06950,22.40128,30.00000,0.82377,0.78000,1.03279,0.33889,21.60024,0.04429,0.03761,0.06159,22.28661,0.04344,1928.00000,1919.00000,9.00000
K2WGaO3Cl3,1.96113,-1.82426,1.81166,30.00000,0.85000,0.28000,1.03592,0.38006,18.81749,0.04340,0.03518,0.06404,18.79915,0.04346,1931.00000,1824.00000,107.00000
Rb2GeSbO3Br3,1.68536,-1.49441,28.86729,30.00000,0.83723,0.48000,1.07090,0.33631,23.07486,0.04387,0.03790,0.05969,23.42308,0.04348,1932.00000,1874.00000,58.00000
Rb2VCuO3F3,1.37556,-2.63385,39.52229,30.00000,0.85000,0.54000,1.09264,0.46863,25.39189,0.04349,0.03843,0.06611,25.38595,0.04348,1932.00000,1829.00000,103.00000
Rb2MnGaO3Cl3,1.55982,-1.90240,36.04818,30.00000,0.85000,0.28000,1.05078,0.39408,24.70880,0.04351,0.03820,0.05819,24.70107,0.04348,1932.00000,1832.00000,100.00000
Rb2FeMnS3Se3,1.08437,-1.08662,25.22856,30.00000,0.85000,0.03000,1.00462,0.33770,23.06855,0.04350,0.03686,0.54662,23.11064,0.04349,1935.00000,1831.00000,104.00000
Li2GeGaSe3Cl3,1.90136,-1.21016,8.63864,30.00000,0.60244,0.61000,0.76007,0.30343,14.11281,0.05415,0.04300,0.08349,19.89487,0.04349,1935.00000,2457.00000,-522.00000
K2SnTaO3Cl3,1.97714,-2.07211,0.71194,30.00000,0.85000,0.28000,1.01082,0.41433,18.52304,0.04355,0.03515,0.06467,18.53735,0.04349,1935.00000,1834.00000,101.00000
Rb2VSbSe6,1.04808,-1.02850,19.19070,30.00000,0.84246,0.00000,1.02600,0.28788,21.83183,0.04372,0.03628,0.54244,22.00968,0.04349,1935.00000,1863.00000,72.00000
Rb2TiInO3Br3,1.72694,-2.12499,26.08724,30.00000,0.85000,0.48000,1.00909,0.41815,22.85486,0.04357,0.03738,0.05965,22.88834,0.04353,1939.00000,1836.00000,103.00000
Rb2ZrCrO3I3,1.78390,-2.05197,21.11460,30.00000,0.85000,0.78000,1.00872,0.37083,21.96002,0.04357,0.03692,0.06071,21.93329,0.04355,1940.00000,1838.00000,102.00000
Rb2MoGaO3I3,1.77314,-1.57492,21.61916,30.00000,0.82034,0.78000,1.03493,0.33611,21.35780,0.04442,0.03762,0.06199,22.07474,0.04355,1940.00000,1932.00000,8.00000
Na2TiCrSe6,0.97914,-1.28155,0.35078,30.00000,0.84829,0.00000,0.92006,0.30808,18.63051,0.04364,0.03366,0.48682,18.68485,0.04356,1942.00000,1848.00000,94.00000
Na2TiMoSe6,0.97554,-1.17652,0.41714,30.00000,0.84290,0.00000,0.92452,0.30177,18.25281,0.04417,0.03379,0.48814,18.62325,0.04356,1942.00000,1905.00000,37.00000
Rb2AgGaI6,1.03039,-1.11445,16.37797,30.00000,0.85000,0.00000,0.92860,0.35682,21.36505,0.04370,0.03579,0.53758,21.43352,0.04356,1942.00000,1859.00000,83.00000
Na2GeCuCl3I3,0.99356,-1.11156,5.47071,30.00000,0.80035,0.50000,0.91105,0.31421,18.39993,0.04519,0.03536,0.50509,19.52731,0.04357,1945.00000,1995.00000,-50.00000
Rb2GeInS3I3,1.75849,-1.01163,23.77005,30.00000,0.85000,0.08000,0.98495,0.32921,22.36981,0.04365,0.03718,0.06033,22.42067,0.04357,1945.00000,1853.00000,92.00000
Na2SnVO3Cl3,1.98562,-1.89736,0.16227,30.00000,0.85000,0.28000,0.95396,0.38318,18.36949,0.04364,0.03514,0.06503,18.42752,0.04357,1945.00000,1851.00000,94.00000
Rb2WGaO3I3,1.80118,-1.60623,19.37861,30.00000,0.82377,0.78000,1.03279,0.33889,21.00366,0.04439,0.03735,0.06247,21.61837,0.04358,1948.00000,1927.00000,21.00000
Rb2SbAgO3S3,1.66609,-1.52369,31.01177,30.00000,0.85000,0.86000,0.98611,0.47840,23.67322,0.04364,0.03783,0.05905,23.66108,0.04360,1949.00000,1850.00000,99.00000
K2SnBiO3Cl3,1.98196,-1.69859,0.20798,30.00000,0.85000,0.28000,0.98479,0.45171,18.43638,0.04356,0.03511,0.06479,18.39333,0.04360,1949.00000,1835.00000,114.00000
K2GeCrO3Cl3,1.89879,-1.72399,9.52446,30.00000,0.85000,0.28000,1.05376,0.35670,19.95714,0.04360,0.03590,0.06306,19.95765,0.04360,1949.00000,1844.00000,105.00000
Rb2GeInO3I3,1.73690,-1.39086,25.21866,30.00000,0.85000,0.78000,1.00974,0.36944,22.70190,0.04357,0.03729,0.05980,22.65039,0.04360,1949.00000,1839.00000,110.00000
Rb2NbMnO3Br3,1.74112,-2.10042,25.47324,30.00000,0.85000,0.48000,1.03516,0.38244,22.63581,0.04368,0.03735,0.06006,22.66782,0.04362,1953.00000,1856.00000,97.00000
Rb2FeMnO3Cl3,1.58882,-1.78594,35.31713,30.00000,0.85000,0.28000,1.04495,0.40187,24.47012,0.04361,0.03819,0.05835,24.47128,0.04362,1953.00000,1846.00000,107.00000
Rb2GeGaO3Br3,1.63562,-1.61256,32.63714,30.00000,0.84570,0.48000,1.06615,0.34226,23.88830,0.04373,0.03805,0.05881,23.99454,0.04362,1953.00000,1864.00000,89.00000
Rb2ZrCrO3Cl3,1.63553,-2.20878,32.91781,30.00000,0.85000,0.28000,1.03460,0.41589,24.01153,0.04365,0.03799,0.05867,23.97159,0.04365,1956.00000,1852.00000,104.00000
Rb2SnGaS3I3,1.80263,-1.08644,19.75804,30.00000,0.85000,0.08000,0.98863,0.32426,21.65867,0.04366,0.03682,0.06121,21.63531,0.04365,1956.00000,1855.00000,101.00000
Li2GeWS6,1.92233,-1.06405,7.46329,30.00000,0.67521,0.00000,0.76444,0.30707,15.51046,0.05048,0.04034,0.07681,19.55113,0.04368,1958.00000,2251.00000,-293.00000
Rb2SbCuO3F3,1.15508,-2.26366,33.52592,30.00000,0.85000,0.54000,1.07641,0.49077,24.29412,0.04370,0.03786,0.32799,24.35874,0.04369,1959.00000,1860.00000,99.00000
Rb2FeMnO6,1.36872,-1.85299,40.77274,30.00000,0.85000,0.00000,1.07881,0.46071,25.40196,0.04371,0.03860,0.06767,25.36717,0.04369,1959.00000,1861.00000,98.00000
Na2GeVO3Cl3,1.89021,-1.85277,10.53648,30.00000,0.85000,0.28000,0.98962,0.33333,20.11507,0.04361,0.03599,0.06292,20.02193,0.04371,1961.00000,1847.00000,114.00000
Rb2GeZnI6,1.03752,-1.14393,18.04602,30.00000,0.84410,0.00000,0.97773,0.28864,21.49087,0.04388,0.03613,0.54149,21.66002,0.04371,1961.00000,1875.00000,86.00000
Na2ZrCrO3F3,1.98822,-2.80222,0.08437,30.00000,0.85000,0.54000,0.95971,0.49262,18.31990,0.04369,0.03515,0.06519,18.29869,0.04372,1963.00000,1857.00000,106.00000
Rb2MnInO6,1.56513,-2.03931,37.09423,30.00000,0.85000,0.00000,1.03942,0.51607,24.67441,0.04374,0.03837,0.05855,24.64508,0.04372,1963.00000,1866.00000,97.00000
Rb2GeZnO3Se3,1.66079,-1.35584,31.81595,30.00000,0.84625,0.89000,1.03709,0.37574,23.63971,0.04384,0.03801,0.05931,23.66725,0.04374,1965.00000,1870.00000,95.00000
K2GeGaS3Br3,1.92482,-1.23490,7.60193,30.00000,0.82547,0.38000,1.01138,0.30263,18.92021,0.04459,0.03632,0.06538,19.48311,0.04376,1966.00000,1945.00000,21.00000
K2SnFeS3I3,0.97264,-0.95558,0.42993,30.00000,0.85000,0.08000,0.96298,0.33045,18.19044,0.04425,0.03368,0.48864,18.40879,0.04377,1967.00000,1914.00000,53.00000
Rb2SbCuO3Cl3,1.11502,-1.81970,30.28378,30.00000,0.85000,0.28000,1.03574,0.41433,23.68957,0.04380,0.03749,0.52691,23.65264,0.04383,1968.00000,1867.00000,101.00000
Li2GeGaS3Br3,1.91708,-1.14456,8.58132,30.00000,0.62426,0.38000,0.75996,0.30263,14.41253,0.05334,0.04230,0.08235,19.59834,0.04384,1969.00000,2397.00000,-428.00000
Na2GeCrO3F3,1.88313,-2.35660,12.31768,30.00000,0.85000,0.54000,1.00701,0.42251,20.24754,0.04383,0.03622,0.06317,20.21051,0.04387,1970.00000,1869.00000,101.00000
Rb2MnInO3S3,1.65051,-1.86313,33.41833,30.00000,0.85000,0.86000,1.00821,0.44599,23.86696,0.04390,0.03811,0.05927,23.80891,0.04387,1970.00000,1878.00000,92.00000
Rb2VTaO3Se3,1.78440,-2.16580,23.06230,30.00000,0.81530,0.89000,1.05756,0.34911,21.05259,0.04510,0.03804,0.06335,21.97986,0.04390,1972.00000,1984.00000,-12.00000
Rb2GeNbO3Br3,1.69272,-2.00281,30.17821,30.00000,0.85000,0.48000,1.06144,0.34821,23.33101,0.04382,0.03783,0.05966,23.31388,0.04391,1973.00000,1868.00000,105.00000
Rb2CuZnBr3I3,1.02521,-1.25245,17.03747,30.00000,0.85000,0.30000,0.95453,0.35337,21.15854,0.04409,0.03591,0.54214,21.34337,0.04392,1974.00000,1898.00000,76.00000
Rb2FeMnCl3I3,1.04347,-1.41789,20.37530,30.00000,0.83662,0.50000,0.99395,0.32170,21.51897,0.04432,0.03661,0.54911,21.85251,0.04392,1974.00000,1922.00000,52.00000
K2SnWO3S3,1.99699,-1.74102,0.19469,30.00000,0.85000,0.86000,1.01773,0.39815,18.15829,0.04395,0.03525,0.06589,18.14266,0.04392,1974.00000,1883.00000,91.00000
Rb2GeMoO3Se3,1.69358,-1.52225,30.35885,30.00000,0.79054,0.89000,1.07166,0.33136,21.66321,0.04586,0.03935,0.06312,23.29689,0.04392,1974.00000,2049.00000,-75.00000
K2SnCrO3Cl3,1.99471,-1.83801,0.12181,30.00000,0.85000,0.28000,1.01642,0.40654,18.20153,0.04387,0.03521,0.06569,18.18188,0.04393,1978.00000,1873.00000,105.00000
Rb2GeBiO3Br3,1.75346,-1.51100,25.48721,30.00000,0.85000,0.48000,1.03405,0.38393,22.44379,0.04389,0.03740,0.06063,22.38023,0.04394,1979.00000,1877.00000,102.00000
K2WInO3Cl3,1.98522,-1.82590,1.61845,30.00000,0.85000,0.28000,0.99547,0.43614,18.37642,0.04397,0.03537,0.06564,18.42087,0.04394,1979.00000,1884.00000,95.00000
Rb2ZrSbO3I3,1.82267,-1.87317,19.36560,30.00000,0.85000,0.78000,1.01180,0.36667,21.31742,0.04398,0.03688,0.06213,21.29488,0.04396,1981.00000,1887.00000,94.00000
Rb2SnVO3Br3,1.76539,-1.92584,24.61505,30.00000,0.85000,0.48000,1.04757,0.36607,22.26481,0.04393,0.03734,0.06092,22.21923,0.04396,1981.00000,1881.00000,100.00000
Rb2GeCuO3S3,1.45754,-1.63124,41.65793,30.00000,0.85000,0.86000,1.04966,0.38889,25.22715,0.04395,0.03880,0.06042,25.20527,0.04398,1983.00000,1882.00000,101.00000
Rb2SnWO3Se3,1.81319,-1.49457,20.55956,30.00000,0.85000,0.89000,1.03265,0.38166,21.47920,0.04403,0.03700,0.06202,21.46116,0.04399,1984.00000,1893.00000,91.00000
Rb2TiGaO3I3,1.78719,-2.07638,22.98432,30.00000,0.82546,0.78000,1.03172,0.34028,21.27003,0.04479,0.03780,0.06286,21.91464,0.04400,1985.00000,1964.00000,21.00000
Rb2NbZnO3Br3,1.76338,-1.89911,25.04228,30.00000,0.85000,0.48000,1.01441,0.41071,22.29537,0.04398,0.03740,0.06097,22.28415,0.04402,1986.00000,1886.00000,100.00000
K2VTaO6,1.99179,-2.91617,0.89922,30.00000,0.85000,0.00000,1.08020,0.42143,18.25458,0.04398,0.03531,0.06582,18.21773,0.04402,1986.00000,1885.00000,101.00000
Na2SnInO3F3,1.97866,-2.29906,2.17499,30.00000,0.85000,0.54000,0.92429,0.54982,18.49483,0.04393,0.03540,0.06539,18.42476,0.04403,1988.00000,1880.00000,108.00000
Rb2ZrFeO3Cl3,1.67894,-2.16575,32.64158,30.00000,0.85000,0.28000,1.02782,0.42523,23.51123,0.04409,0.03813,0.05991,23.57592,0.04404,1989.00000,1899.00000,90.00000
Rb2SnNbO3Br3,1.78639,-2.04153,23.10153,30.00000,0.85000,0.48000,1.02523,0.39583,21.91936,0.04400,0.03723,0.06148,21.89418,0.04407,1990.00000,1889.00000,101.00000
Rb2CrMnO3Br3,1.74656,-1.77405,27.25025,30.00000,0.85000,0.48000,1.04076,0.37500,22.55204,0.04411,0.03764,0.06086,22.55808,0.04407,1990.00000,1900.00000,90.00000
Rb2MoBiSe3I3,1.01454,-0.98723,14.54289,30.00000,0.85000,0.11000,0.97435,0.32297,20.66794,0.04414,0.03559,0.53585,20.68608,0.04412,1992.00000,1904.00000,88.00000
Rb2SnGeBr6,1.04393,-1.43184,22.38265,30.00000,0.85000,0.00000,1.01251,0.31122,21.88978,0.04426,0.03661,0.55704,22.01203,0.04412,1992.00000,1915.00000,77.00000
Rb2TiBiO3Br3,1.80719,-2.03081,21.63802,30.00000,0.85000,0.48000,1.01764,0.40625,21.57970,0.04413,0.03713,0.06206,21.59292,0.04413,1994.00000,1902.00000,92.00000
Li2GeGaS3I3,1.94138,-0.90170,7.07378,30.00000,0.62669,0.08000,0.75752,0.28465,14.14106,0.05355,0.04217,0.08351,19.13316,0.04415,1995.00000,2411.00000,-416.00000
Rb2SbCuO3Br3,1.05435,-1.42509,24.02403,30.00000,0.85000,0.48000,1.02523,0.39583,22.22808,0.04419,0.03680,0.55988,22.24090,0.04416,1996.00000,1909.00000,87.00000
Rb2MoGaS3Cl3,1.71411,-1.38037,30.21013,30.00000,0.83619,0.58000,1.03156,0.33151,22.66265,0.04459,0.03825,0.06116,22.98068,0.04416,1996.00000,1944.00000,52.00000
K2ZrCrO6,2.00682,-2.66545,0.09933,30.00000,0.85000,0.00000,1.03971,0.47679,17.98043,0.04419,0.03533,0.06659,17.99032,0.04417,1998.00000,1910.00000,88.00000
Rb2WGaO3Br3,1.79994,-1.75716,22.85644,30.00000,0.85000,0.48000,1.04985,0.36310,21.70387,0.04422,0.03727,0.06208,21.71391,0.04421,1999.00000,1912.00000,87.00000
