Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta
Cs2GeTaO3I3,1.62925,-1.94254,95.72008,30.00000,0.78347,0.78000,1.09105,0.32500,22.16658,0.05809,0.04953,0.08153,24.08768,0.05488,2538.00000,2697.00000,-159.00000
Cs2MoSbSe3Br3,1.11473,-1.18292,90.61406,30.00000,0.80900,0.41000,1.06135,0.30203,22.49110,0.05683,0.04763,0.76094,23.68285,0.05489,2539.00000,2624.00000,-85.00000
Cs2MoGaS3I3,1.61111,-1.12287,96.78615,30.00000,0.84303,0.08000,1.05056,0.29950,24.05847,0.05513,0.04740,0.07647,24.22141,0.05489,2539.00000,2516.00000,23.00000
Cs2SnMoSe6,1.11764,-0.99067,91.25291,30.00000,0.85000,0.00000,1.04177,0.32323,23.73352,0.05493,0.04629,0.73029,23.76304,0.05490,2541.00000,2506.00000,35.00000
Cs2WSbSe3F3,1.57178,-1.83761,100.52224,30.00000,0.74502,1.43000,1.11027,0.36474,21.50600,0.06030,0.05164,0.08480,24.60615,0.05490,2541.00000,2793.00000,-252.00000
Cs2MoSbS3Br3,1.42410,-1.20906,106.05067,30.00000,0.82100,0.38000,1.07129,0.31316,24.44112,0.05628,0.04897,0.08281,25.30039,0.05491,2543.00000,2580.00000,-37.00000
Cs2GeBiO3I3,1.66306,-1.36071,92.70243,30.00000,0.83227,0.78000,1.06428,0.35833,23.21123,0.05569,0.04744,0.07812,23.65467,0.05491,2543.00000,2545.00000,-2.00000
Cs2GeZnBr6,1.23932,-1.47215,102.08921,30.00000,0.85000,0.00000,1.04635,0.32398,25.02389,0.05480,0.04747,0.18113,24.97110,0.05491,2543.00000,2496.00000,47.00000
Cs2MnCuF3I3,1.36723,-1.97177,105.88768,30.00000,0.81103,1.32000,1.05234,0.39174,24.20576,0.05669,0.04928,0.09319,25.35387,0.05492,2546.00000,2616.00000,-70.00000
Cs2CrMnS3I3,1.53338,-1.23046,102.44310,30.00000,0.85000,0.08000,1.04065,0.31188,24.89148,0.05492,0.04769,0.07603,24.87833,0.05493,2547.00000,2505.00000,42.00000
Cs2NbZnS3I3,1.62044,-1.24363,96.64340,30.00000,0.85000,0.08000,1.01761,0.34158,24.17354,0.05493,0.04718,0.07620,24.13126,0.05494,2548.00000,2507.00000,41.00000
Cs2WInS3I3,1.73960,-1.17730,84.39454,30.00000,0.85000,0.08000,1.01387,0.34653,22.65700,0.05489,0.04610,0.07829,22.62811,0.05495,2549.00000,2501.00000,48.00000
Cs2TaFeO3I3,1.66157,-1.93216,93.80781,30.00000,0.83048,0.78000,1.06536,0.35694,23.17795,0.05596,0.04766,0.07854,23.75504,0.05500,2550.00000,2558.00000,-8.00000
Cs2WSbO3Br3,1.56647,-1.47676,101.13015,30.00000,0.83770,0.48000,1.10408,0.35714,24.29962,0.05557,0.04805,0.07708,24.63179,0.05501,2551.00000,2540.00000,11.00000
Cs2WMnS3Se3,1.51349,-1.14826,103.77704,30.00000,0.85000,0.03000,1.05822,0.32592,24.99790,0.05499,0.04783,0.07634,24.93509,0.05505,2552.00000,2510.00000,42.00000
Cs2GeZnCl3I3,1.55911,-1.40570,101.49118,30.00000,0.82522,0.50000,1.04057,0.31671,23.97810,0.05614,0.04852,0.07804,24.65363,0.05508,2553.00000,2572.00000,-19.00000
Cs2GeNbS3I3,1.59451,-1.24505,99.60295,30.00000,0.82709,0.08000,1.05862,0.28960,23.74973,0.05613,0.04832,0.07801,24.37887,0.05508,2553.00000,2571.00000,-18.00000
Cs2FeMnF3I3,1.41041,-1.99721,106.88024,30.00000,0.78341,1.32000,1.07097,0.36752,23.32422,0.05828,0.05054,0.08795,25.34504,0.05512,2555.00000,2705.00000,-150.00000
Cs2MnGaO3I3,1.41412,-1.57981,107.24211,30.00000,0.82310,0.78000,1.06974,0.35139,24.53841,0.05636,0.04905,0.08394,25.33737,0.05512,2555.00000,2586.00000,-31.00000
Cs2VMnSe3Br3,1.21575,-1.49877,102.44610,30.00000,0.80695,0.41000,1.06238,0.30076,23.55875,0.05716,0.04913,0.24278,24.87845,0.05514,2557.00000,2648.00000,-91.00000
Cs2SnGeF3I3,1.57990,-1.99236,101.08312,30.00000,0.75600,1.32000,1.08682,0.34758,21.76559,0.05989,0.05129,0.08409,24.57416,0.05515,2558.00000,2778.00000,-220.00000
Cs2MnZnBr3I3,1.08347,-1.39410,86.47222,30.00000,0.85000,0.30000,1.00997,0.33293,23.04774,0.05510,0.04574,0.79178,22.95562,0.05518,2559.00000,2515.00000,44.00000
Cs2MnBiO3Se3,1.45308,-1.43303,106.73131,30.00000,0.85000,0.89000,1.05512,0.41568,25.24451,0.05514,0.04809,0.07883,25.26552,0.05519,2560.00000,2517.00000,43.00000
Rb2CrMnO3F3,2.04493,-2.55262,40.23684,30.00000,0.85000,0.54000,1.09539,0.46494,17.28563,0.05527,0.04239,0.08826,17.28824,0.05520,2561.00000,2523.00000,38.00000
Cs2ZrSbS3I3,1.69876,-1.34849,91.14812,30.00000,0.85000,0.08000,1.02900,0.32673,23.25448,0.05526,0.04683,0.07806,23.27745,0.05521,2562.00000,2521.00000,41.00000
Cs2MnSbSe3I3,1.06239,-1.06761,82.24855,30.00000,0.84260,0.11000,1.03492,0.29785,22.25688,0.05552,0.04549,0.79120,22.44974,0.05523,2563.00000,2538.00000,25.00000
Cs2CuZnCl3I3,1.15769,-1.31563,98.70338,30.00000,0.85000,0.50000,1.00259,0.36658,24.33389,0.05537,0.04722,0.45667,24.40091,0.05528,2564.00000,2530.00000,34.00000
Na2ZrGaO3F3,2.28923,-2.68847,2.69333,30.00000,0.85000,0.54000,0.95852,0.49446,12.97670,0.05531,0.03985,0.10086,12.96175,0.05529,2565.00000,2527.00000,38.00000
Cs2NbZnO3I3,1.57463,-1.94813,102.09867,30.00000,0.85000,0.78000,1.04504,0.38333,24.59073,0.05527,0.04778,0.07660,24.55422,0.05530,2566.00000,2522.00000,44.00000
Cs2GeGaSe3Br3,1.56797,-1.23312,102.95116,30.00000,0.79213,0.41000,1.06969,0.29188,22.93316,0.05815,0.05003,0.08128,24.64824,0.05531,2567.00000,2698.00000,-131.00000
Cs2WFeSe3Cl3,1.57277,-1.34543,102.41655,30.00000,0.82065,0.61000,1.06031,0.32850,23.74087,0.05666,0.04887,0.07886,24.56841,0.05533,2568.00000,2613.00000,-45.00000
Cs2MnSbBr3I3,1.05689,-1.31827,81.93861,30.00000,0.82512,0.30000,1.03613,0.29928,21.62218,0.05654,0.04605,0.79422,22.32548,0.05534,2569.00000,2601.00000,-32.00000
Cs2MoAgSe3I3,1.05366,-1.02564,81.52226,30.00000,0.85000,0.11000,0.98154,0.36842,22.20449,0.05546,0.04519,0.79345,22.30890,0.05534,2569.00000,2536.00000,33.00000
Cs2SnTaS3I3,1.76019,-1.24948,83.85229,30.00000,0.85000,0.08000,1.02708,0.32921,22.34403,0.05529,0.04617,0.07943,22.30486,0.05534,2569.00000,2524.00000,45.00000
Cs2SnCuF3I3,1.15572,-1.94164,98.30353,30.00000,0.82323,1.32000,1.04273,0.40456,23.50874,0.05658,0.04810,0.47038,24.29293,0.05537,2572.00000,2606.00000,-34.00000
Cs2NbCuSe3I3,1.06186,-1.16964,83.84194,30.00000,0.85000,0.11000,1.01161,0.32775,22.44048,0.05550,0.04549,0.79766,22.48887,0.05540,2573.00000,2537.00000,36.00000
Cs2TiFeSe3Br3,1.18859,-1.51958,102.68481,30.00000,0.83219,0.41000,1.04908,0.31726,24.12267,0.05634,0.04831,0.32460,24.72696,0.05545,2574.00000,2584.00000,-10.00000
Rb2GeNbO3Cl3,2.06584,-2.17252,38.36194,30.00000,0.85000,0.28000,1.07358,0.36449,16.90511,0.05564,0.04240,0.08979,16.94039,0.05546,2575.00000,2543.00000,32.00000
Cs2NbMnO3I3,1.56782,-2.05730,103.36680,30.00000,0.83048,0.78000,1.06536,0.35694,24.07680,0.05632,0.04864,0.07829,24.63131,0.05548,2576.00000,2581.00000,-5.00000
Cs2GeSbO3I3,1.59679,-1.32444,101.78071,30.00000,0.76446,0.78000,1.10028,0.31389,21.88893,0.05979,0.05111,0.08398,24.39594,0.05548,2576.00000,2773.00000,-197.00000
Na2GeBiO3F3,2.25328,-2.18328,8.00350,30.00000,0.85000,0.54000,0.97050,0.47601,13.58644,0.05531,0.04020,0.09828,13.50719,0.05551,2578.00000,2528.00000,50.00000
Rb2ZrInO3Cl3,2.10804,-2.28362,30.52080,30.00000,0.85000,0.28000,0.99414,0.47352,16.13650,0.05535,0.04171,0.09100,16.05171,0.05553,2579.00000,2529.00000,50.00000
Cs2WSbS3Br3,1.66894,-1.20826,95.76410,30.00000,0.82516,0.38000,1.06915,0.31579,22.93361,0.05669,0.04820,0.07988,23.62499,0.05556,2580.00000,2617.00000,-37.00000
Cs2CrMoO3I3,1.58268,-1.55668,103.38562,30.00000,0.79896,0.78000,1.08310,0.33472,23.01487,0.05804,0.04989,0.08110,24.53895,0.05556,2580.00000,2694.00000,-114.00000
Cs2GeFeF3I3,1.29973,-1.95288,108.67799,30.00000,0.73607,1.32000,1.09726,0.33476,21.80105,0.06156,0.05290,0.13643,25.27708,0.05557,2582.00000,2837.00000,-255.00000
Cs2ZrInO3I3,1.65465,-2.09511,97.54740,30.00000,0.85000,0.78000,1.01647,0.42222,23.81913,0.05562,0.04749,0.07782,23.85013,0.05558,2583.00000,2542.00000,41.00000
Cs2GeFeO3I3,1.32120,-1.39133,109.86490,30.00000,0.78575,0.78000,1.08991,0.32639,23.36918,0.05882,0.05090,0.11548,25.35455,0.05559,2584.00000,2726.00000,-142.00000
Cs2TiCrSe3Br3,1.18627,-1.63108,103.15854,30.00000,0.82091,0.41000,1.05518,0.30964,23.76062,0.05702,0.04880,0.33439,24.64729,0.05563,2585.00000,2640.00000,-55.00000
Cs2GeNbSe3Br3,1.15145,-1.36939,99.46533,30.00000,0.80070,0.41000,1.06550,0.29695,22.79215,0.05802,0.04912,0.50348,24.23319,0.05564,2586.00000,2693.00000,-107.00000
Cs2ZrCrSe3Br3,1.14177,-1.64074,98.12567,30.00000,0.85000,0.41000,1.03217,0.33883,24.12987,0.05559,0.04719,0.54903,24.05389,0.05565,2587.00000,2541.00000,46.00000
Cs2WSbSe3Cl3,1.67889,-1.25803,95.09653,30.00000,0.80279,0.61000,1.06987,0.31662,22.17997,0.05786,0.04898,0.08200,23.48541,0.05567,2588.00000,2685.00000,-97.00000
Cs2SnNbS3Br3,1.53210,-1.38678,106.79194,30.00000,0.85000,0.38000,1.04205,0.35000,24.89944,0.05567,0.04831,0.07719,24.88890,0.05567,2588.00000,2544.00000,44.00000
Cs2GeMoSe6,1.15279,-0.99856,99.57415,30.00000,0.81853,0.00000,1.07458,0.28283,23.33692,0.05712,0.04846,0.49084,24.22857,0.05567,2588.00000,2645.00000,-57.00000
Cs2VCuO3I3,1.51854,-1.71363,107.61380,30.00000,0.82497,0.78000,1.06865,0.35278,24.22081,0.05687,0.04930,0.07934,24.93826,0.05572,2591.00000,2631.00000,-40.00000
Cs2SnCuS3Se3,1.36891,-0.90135,111.27350,30.00000,0.85000,0.03000,1.02288,0.37173,25.40149,0.05579,0.04863,0.09085,25.39887,0.05573,2592.00000,2551.00000,41.00000
Cs2TaSbS3Se3,1.67211,-1.12192,96.79155,30.00000,0.85000,0.03000,1.05926,0.32461,23.60050,0.05578,0.04749,0.07843,23.55033,0.05579,2593.00000,2549.00000,44.00000
Rb2MoInO3Cl3,2.11862,-1.90215,30.33573,30.00000,0.85000,0.28000,1.02223,0.43302,15.94664,0.05576,0.04186,0.09221,15.94418,0.05581,2594.00000,2548.00000,46.00000
Cs2WInO3I3,1.74689,-1.57236,88.48454,30.00000,0.85000,0.78000,1.04086,0.38889,22.54665,0.05586,0.04676,0.08003,22.49737,0.05582,2595.00000,2553.00000,42.00000
Cs2WGaS3I3,1.74880,-1.16792,88.23553,30.00000,0.84685,0.08000,1.04856,0.30198,22.43318,0.05600,0.04685,0.08032,22.50936,0.05582,2595.00000,2562.00000,33.00000
Cs2SnVSe3Cl3,1.39178,-1.57684,111.63532,30.00000,0.81487,0.61000,1.06348,0.32454,24.30489,0.05752,0.04999,0.08928,25.35017,0.05585,2597.00000,2669.00000,-72.00000
Cs2FeMnS3I3,1.16748,-1.17325,101.97669,30.00000,0.85000,0.08000,1.03479,0.31931,24.44178,0.05575,0.04766,0.41029,24.38996,0.05587,2598.00000,2547.00000,51.00000
Cs2GeMnF3I3,1.51900,-2.02526,108.79757,30.00000,0.73607,1.32000,1.09726,0.33476,21.55158,0.06192,0.05318,0.08765,24.96741,0.05587,2598.00000,2847.00000,-249.00000
Na2GeCuF3I3,0.90884,-1.85992,5.90713,30.00000,0.77734,1.32000,0.93243,0.35897,12.04305,0.05933,0.03645,0.52541,13.10738,0.05589,2600.00000,2755.00000,-155.00000
Rb2VNbO6,2.07379,-2.72891,37.64273,30.00000,0.85000,0.00000,1.10863,0.42143,16.75856,0.05579,0.04240,0.09038,16.72263,0.05589,2600.00000,2550.00000,50.00000
Cs2WAgO3Br3,1.59486,-1.55086,104.42228,30.00000,0.85000,0.48000,1.02538,0.46131,24.41855,0.05594,0.04821,0.07765,24.38937,0.05590,2602.00000,2557.00000,45.00000
Rb2GeBiO3F3,2.10184,-2.31969,33.82719,30.00000,0.85000,0.54000,1.08718,0.47601,16.25011,0.05598,0.04218,0.09191,16.27962,0.05590,2602.00000,2561.00000,41.00000
Cs2TaFeS3I3,1.74283,-1.23987,89.19756,30.00000,0.85000,0.08000,1.03576,0.31807,22.61343,0.05589,0.04683,0.08001,22.59041,0.05591,2604.00000,2555.00000,49.00000
Na2SbCuSe3Br3,0.89925,-1.01403,0.24961,30.00000,0.82930,0.41000,0.90166,0.33756,12.15981,0.05695,0.03446,0.50229,12.42288,0.05592,2605.00000,2635.00000,-30.00000
Cs2WFeS3I3,1.74613,-1.10211,88.64825,30.00000,0.85000,0.08000,1.04360,0.30817,22.55904,0.05587,0.04678,0.08003,22.51966,0.05594,2606.00000,2554.00000,52.00000
Cs2ZrCrSe6,1.12922,-1.32564,98.54978,30.00000,0.85000,0.00000,1.03095,0.33712,23.92674,0.05596,0.04730,0.65438,23.91857,0.05594,2606.00000,2559.00000,47.00000
Cs2VSbS3Se3,1.38435,-1.04653,112.69682,30.00000,0.83286,0.03000,1.08062,0.29843,24.86284,0.05682,0.04945,0.08945,25.38112,0.05599,2608.00000,2623.00000,-15.00000
Cs2ZrMoS3Se3,1.47749,-1.38596,110.62822,30.00000,0.85000,0.03000,1.04481,0.34293,25.17027,0.05592,0.04870,0.07885,25.15592,0.05599,2608.00000,2556.00000,52.00000
Cs2MoSbSe3F3,1.33555,-1.92012,111.90299,30.00000,0.74034,1.43000,1.11275,0.36170,22.00694,0.06175,0.05319,0.11509,25.34813,0.05599,2608.00000,2842.00000,-234.00000
Cs2TaCuO3Br3,1.51877,-2.00484,109.16635,30.00000,0.85000,0.48000,1.06440,0.40774,24.97389,0.05597,0.04862,0.07786,24.92059,0.05604,2611.00000,2560.00000,51.00000
Rb2TiInO3Cl3,2.10761,-2.33052,33.20098,30.00000,0.85000,0.28000,1.01891,0.43769,16.14418,0.05606,0.04217,0.09231,16.14494,0.05604,2611.00000,2564.00000,47.00000
Cs2ZrGaS3I3,1.67935,-1.42177,97.24176,30.00000,0.85000,0.08000,1.02517,0.33168,23.50513,0.05601,0.04760,0.07891,23.48168,0.05606,2613.00000,2563.00000,50.00000
Cs2SnVS3Br3,1.33320,-1.37044,112.57775,30.00000,0.83722,0.38000,1.06277,0.32368,24.98610,0.05668,0.04929,0.10467,25.36010,0.05608,2614.00000,2615.00000,-1.00000
Cs2SnTaS3Br3,1.68799,-1.45772,96.68581,30.00000,0.85000,0.38000,1.04205,0.35000,23.39334,0.05607,0.04757,0.07914,23.37308,0.05610,2615.00000,2566.00000,49.00000
K2SbCuSe3I3,0.89686,-0.87776,0.49916,30.00000,0.85000,0.11000,0.95735,0.31818,12.27484,0.05665,0.03410,0.50364,12.46095,0.05611,2616.00000,2612.00000,4.00000
Cs2SnCrS3Se3,1.42171,-1.04795,112.93904,30.00000,0.85000,0.03000,1.04583,0.34162,25.34652,0.05611,0.04891,0.08271,25.31787,0.05612,2617.00000,2568.00000,49.00000
Cs2ZrBiS3I3,1.79276,-1.36809,83.54035,30.00000,0.85000,0.08000,0.99917,0.36634,21.81457,0.05608,0.04637,0.08161,21.82760,0.05612,2617.00000,2567.00000,50.00000
K2TiGaO3F3,2.30640,-2.80848,2.76725,30.00000,0.85000,0.54000,1.07638,0.45203,12.68894,0.05619,0.04021,0.10411,12.67729,0.05612,2617.00000,2577.00000,40.00000
Cs2CrWS3I3,1.75411,-1.22136,89.00080,30.00000,0.84495,0.08000,1.04956,0.30074,22.29803,0.05637,0.04705,0.08108,22.38513,0.05614,2620.00000,2588.00000,32.00000
Cs2TiBiS3I3,1.76753,-1.35192,87.14855,30.00000,0.85000,0.08000,1.02043,0.33787,22.23036,0.05612,0.04672,0.08096,22.22504,0.05614,2620.00000,2570.00000,50.00000
Cs2CuZnF3I3,1.16815,-1.95688,104.55683,30.00000,0.83486,1.32000,1.03226,0.41880,23.99697,0.05693,0.04856,0.41569,24.46153,0.05619,2622.00000,2634.00000,-12.00000
Cs2TaMnO3Br3,1.51646,-2.08485,110.34866,30.00000,0.85000,0.48000,1.08388,0.38244,24.98499,0.05616,0.04878,0.07817,24.92532,0.05619,2622.00000,2573.00000,49.00000
Cs2WBiO3Br3,1.73375,-1.55610,91.82594,30.00000,0.85000,0.48000,1.06665,0.40476,22.75421,0.05618,0.04716,0.08023,22.70071,0.05620,2624.00000,2576.00000,48.00000
Cs2SnTaO3I3,1.76518,-2.01404,87.91190,30.00000,0.84588,0.78000,1.05564,0.36944,22.15550,0.05639,0.04696,0.08137,22.19881,0.05620,2624.00000,2590.00000,34.00000
Rb2SnVO3Cl3,2.12244,-2.08639,31.23202,30.00000,0.85000,0.28000,1.05907,0.38318,15.87760,0.05617,0.04208,0.09318,15.87049,0.05623,2626.00000,2575.00000,51.00000
Cs2MnInSe6,1.10607,-1.10544,96.52801,30.00000,0.85000,0.00000,1.00997,0.36490,23.51890,0.05621,0.04710,0.80280,23.51446,0.05624,2627.00000,2578.00000,49.00000
Cs2SnCrO3I3,1.66165,-1.52087,100.63294,30.00000,0.83753,0.78000,1.06102,0.36250,23.38125,0.05690,0.04842,0.08002,23.72658,0.05628,2628.00000,2632.00000,-4.00000
Rb2CrWO3F3,2.12850,-2.61255,30.20191,30.00000,0.85000,0.54000,1.10795,0.44834,15.76650,0.05616,0.04201,0.09345,15.73698,0.05628,2628.00000,2574.00000,54.00000
Rb2CrMoO3F3,2.09356,-2.60279,36.49184,30.00000,0.85000,0.54000,1.11078,0.44465,16.39810,0.05633,0.04251,0.09223,16.43589,0.05629,2630.00000,2583.00000,47.00000
K2GeGaO3F3,2.24282,-2.41274,12.95579,30.00000,0.85000,0.54000,1.09730,0.42435,13.76673,0.05638,0.04095,0.09989,13.76047,0.05631,2631.00000,2589.00000,42.00000
Cs2NbTaS3Se3,1.66661,-1.28996,99.97477,30.00000,0.85000,0.03000,1.05095,0.33508,23.66604,0.05627,0.04792,0.07911,23.62120,0.05632,2632.00000,2579.00000,53.00000
Cs2WFeS3Br3,1.63393,-1.28317,103.20021,30.00000,0.84299,0.38000,1.05961,0.32763,23.82673,0.05664,0.04845,0.07910,23.99212,0.05633,2633.00000,2611.00000,22.00000
Cs2FeMnO3I3,1.57482,-1.59178,108.07315,30.00000,0.83227,0.78000,1.06428,0.35833,24.06612,0.05715,0.04929,0.07959,24.61467,0.05633,2633.00000,2646.00000,-13.00000
Cs2TiGaS3I3,1.64757,-1.40289,102.12452,30.00000,0.84874,0.08000,1.04757,0.30322,23.86480,0.05640,0.04818,0.07895,23.85621,0.05634,2635.00000,2591.00000,44.00000
Cs2GeCuF3I3,1.18862,-1.93603,107.68987,30.00000,0.77219,1.32000,1.07771,0.35897,22.31059,0.06042,0.05142,0.34539,24.67963,0.05634,2635.00000,2802.00000,-167.00000
Cs2GeZnF3I3,1.58028,-2.01984,107.44489,30.00000,0.77602,1.32000,1.07545,0.36182,22.35432,0.06001,0.05145,0.08423,24.49901,0.05636,2637.00000,2783.00000,-146.00000
Na2GeGaS3Cl3,2.25605,-1.25409,10.78319,30.00000,0.81130,0.58000,0.94723,0.31507,12.92281,0.05816,0.04187,0.10522,13.52886,0.05636,2637.00000,2699.00000,-62.00000
Cs2GeInS3I3,1.68789,-1.06530,98.07077,30.00000,0.85000,0.08000,1.02708,0.32921,23.39510,0.05632,0.04778,0.07955,23.38278,0.05638,2639.00000,2582.00000,57.00000
Cs2ZrFeO3I3,1.64146,-2.00070,103.43450,30.00000,0.85000,0.78000,1.04820,0.37917,23.95573,0.05648,0.04828,0.07896,23.98187,0.05639,2640.00000,2595.00000,45.00000
Cs2FeZnF3I3,1.16698,-1.96792,105.52435,30.00000,0.81389,1.32000,1.05019,0.39459,23.36015,0.05817,0.04948,0.43023,24.40049,0.05642,2641.00000,2702.00000,-61.00000
Rb2GeSbO3F3,2.07359,-2.33431,40.06701,30.00000,0.85000,0.54000,1.13248,0.41697,16.76221,0.05640,0.04281,0.09152,16.72031,0.05643,2642.00000,2592.00000,50.00000
Cs2NbMnSe3Cl3,1.32658,-1.58279,114.83015,30.00000,0.83525,0.61000,1.05195,0.33905,24.90469,0.05719,0.04970,0.10868,25.33649,0.05645,2643.00000,2650.00000,-7.00000
Cs2SbCuO3I3,1.11517,-1.30910,98.98954,30.00000,0.84588,0.78000,1.05564,0.36944,23.57309,0.05660,0.04756,0.78364,23.69285,0.05645,2643.00000,2607.00000,36.00000
Cs2SnMoS3Se3,1.60199,-1.01655,106.91160,30.00000,0.85000,0.03000,1.05095,0.33508,24.35257,0.05648,0.04859,0.07851,24.36714,0.05645,2643.00000,2594.00000,49.00000
Cs2SnTaO3Br3,1.65904,-2.09289,102.14130,30.00000,0.85000,0.48000,1.07348,0.39583,23.76668,0.05654,0.04819,0.07935,23.76432,0.05645,2643.00000,2599.00000,44.00000
Cs2MoFeSe3Cl3,1.43154,-1.30362,114.26373,30.00000,0.81681,0.61000,1.06242,0.32586,24.30381,0.05797,0.05036,0.08502,25.25340,0.05646,2647.00000,2689.00000,-42.00000
Cs2SnTaSe3Cl3,1.70811,-1.60023,96.00644,30.00000,0.85000,0.61000,1.04271,0.35092,23.12603,0.05637,0.04759,0.08002,23.05326,0.05646,2647.00000,2587.00000,60.00000
Cs2NbFeSe3Cl3,1.31856,-1.51755,114.69164,30.00000,0.83525,0.61000,1.05195,0.33905,24.88014,0.05720,0.04969,0.11283,25.32554,0.05648,2649.00000,2651.00000,-2.00000
Cs2MoFeS3Br3,1.40967,-1.27708,115.25409,30.00000,0.83916,0.38000,1.06171,0.32500,25.03195,0.05700,0.04962,0.08562,25.35385,0.05648,2649.00000,2637.00000,12.00000
K2ZrInO3F3,2.31631,-2.79748,2.12422,30.00000,0.85000,0.54000,1.00132,0.56089,12.52384,0.05647,0.04029,0.10556,12.49070,0.05649,2651.00000,2593.00000,58.00000
Cs2VCuSe3Br3,1.12910,-1.31003,101.42442,30.00000,0.83937,0.41000,1.04505,0.32234,23.61967,0.05700,0.04809,0.66828,23.92067,0.05650,2652.00000,2638.00000,14.00000
Cs2MoMnS3Se3,1.41766,-1.13531,115.95865,30.00000,0.85000,0.03000,1.06031,0.32330,25.35398,0.05662,0.04934,0.08388,25.37226,0.05652,2653.00000,2610.00000,43.00000
Cs2NbFeS3Br3,1.37324,-1.41307,115.69018,30.00000,0.85000,0.38000,1.05127,0.33816,25.39325,0.05654,0.04925,0.09127,25.38496,0.05654,2654.00000,2600.00000,54.00000
Cs2FeCuF3I3,1.15674,-1.91315,105.76998,30.00000,0.81103,1.32000,1.05234,0.39174,23.16361,0.05855,0.04966,0.48497,24.36761,0.05656,2655.00000,2716.00000,-61.00000
Cs2SbAgO3Se3,1.49599,-1.27374,113.23716,30.00000,0.85000,0.89000,1.02409,0.45858,25.07785,0.05650,0.04912,0.07922,25.07913,0.05656,2655.00000,2596.00000,59.00000
Rb2GeGaO3Cl3,2.06598,-1.85966,41.92773,30.00000,0.85000,0.28000,1.07850,0.35826,16.90255,0.05656,0.04300,0.09150,16.92536,0.05656,2655.00000,2603.00000,52.00000
Cs2MoFeO3I3,1.65458,-1.51915,102.91096,30.00000,0.81141,0.78000,1.07638,0.34306,22.71501,0.05849,0.04970,0.08248,23.81269,0.05657,2658.00000,2711.00000,-53.00000
Cs2SnNbSe3Cl3,1.61863,-1.61038,105.94939,30.00000,0.85000,0.61000,1.04271,0.35092,24.18972,0.05657,0.04853,0.07876,24.14973,0.05660,2659.00000,2604.00000,55.00000
K2GeFeSe3Br3,0.90065,-1.20402,5.13727,30.00000,0.81733,0.41000,0.99811,0.29822,12.08189,0.05893,0.03546,0.52332,12.81306,0.05661,2660.00000,2734.00000,-74.00000
Cs2MoBiO3Br3,1.66946,-1.55210,101.24165,30.00000,0.85000,0.48000,1.06892,0.40179,23.62969,0.05655,0.04813,0.07961,23.59851,0.05661,2660.00000,2602.00000,58.00000
Cs2SnZnI6,1.00318,-1.16187,72.09419,30.00000,0.85000,0.00000,0.98971,0.32500,20.11355,0.05730,0.04413,0.77971,20.38203,0.05664,2662.00000,2657.00000,5.00000
Cs2NbCuS3Br3,1.27631,-1.33511,114.52457,30.00000,0.85000,0.38000,1.03399,0.36053,25.21415,0.05667,0.04918,0.14176,25.20811,0.05666,2663.00000,2614.00000,49.00000
Cs2NbCuSe3Cl3,1.24346,-1.40271,113.54724,30.00000,0.85000,0.61000,1.03462,0.36148,25.05305,0.05675,0.04910,0.18277,25.10315,0.05667,2664.00000,2619.00000,45.00000
Cs2SnSbS3Br3,1.65330,-1.07058,103.15063,30.00000,0.85000,0.38000,1.05024,0.33947,23.83402,0.05662,0.04830,0.07937,23.76369,0.05667,2664.00000,2609.00000,55.00000
Cs2GeTaS3I3,1.76000,-1.24887,91.09504,30.00000,0.82709,0.08000,1.05862,0.28960,21.73974,0.05779,0.04805,0.08363,22.34361,0.05668,2666.00000,2679.00000,-13.00000
Cs2MoSbO3Br3,1.53810,-1.54198,112.67117,30.00000,0.83310,0.48000,1.10651,0.35417,24.35538,0.05756,0.04978,0.08018,24.87039,0.05671,2667.00000,2672.00000,-5.00000
Cs2GeTaO3Br3,1.54506,-2.01294,112.12579,30.00000,0.82358,0.48000,1.11139,0.34821,24.02358,0.05800,0.05009,0.08090,24.78076,0.05671,2667.00000,2690.00000,-23.00000
Cs2SnGaO3I3,1.69269,-1.49676,99.53592,30.00000,0.83924,0.78000,1.05994,0.36389,23.03076,0.05721,0.04841,0.08106,23.30552,0.05671,2667.00000,2652.00000,15.00000
Cs2VFeSe3Br3,1.12668,-1.37704,102.33573,30.00000,0.80695,0.41000,1.06238,0.30076,22.63598,0.05887,0.04943,0.70453,23.87251,0.05672,2670.00000,2729.00000,-59.00000
Cs2MoInO3I3,1.71856,-1.59472,97.08864,30.00000,0.85000,0.78000,1.04295,0.38611,22.98015,0.05681,0.04783,0.08095,22.99896,0.05673,2671.00000,2621.00000,50.00000
Cs2TaSbO3Se3,1.66406,-1.88130,102.25162,30.00000,0.81332,0.89000,1.09280,0.36686,22.66005,0.05842,0.04958,0.08256,23.60480,0.05674,2672.00000,2708.00000,-36.00000
