Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta,Lifetime_Ef_current,Lifetime_Ef_future
Cs2MnInO3Se3,1.56823,-1.55621,121.69015,30.0,0.85,0.89,1.04637,0.42751,24.65269,0.05864,0.05059,0.08189,24.64245,0.05867,2776.0,2719.0,57.0,20.0,30.0
Cs2SbCuO3Br3,1.15575,-1.44589,117.53541,30.0,0.85,0.48,1.07348,0.39583,24.30076,0.05877,0.04992,0.50641,24.31097,0.05871,2777.0,2725.0,52.0,20.0,30.0
Cs2TiInO3I3,1.75311,-2.07683,102.46329,30.0,0.85,0.78,1.03982,0.39028,22.44832,0.05871,0.04888,0.08483,22.4351,0.05871,2777.0,2720.0,57.0,20.0,30.0
Cs2MnBiO3Cl3,1.47997,-1.77861,126.94324,30.0,0.85,0.28,1.06794,0.43769,25.16099,0.05876,0.05104,0.08331,25.11956,0.0588,2779.0,2723.0,56.0,20.0,30.0
Cs2VSbSe6,1.0372,-1.02768,95.42594,30.0,0.8275,0.0,1.07037,0.28788,21.04353,0.06036,0.04812,0.85948,21.88222,0.05881,2780.0,2799.0,-19.0,20.0,30.0
Cs2MnGaO3Br3,1.40954,-1.7096,129.16221,30.0,0.85,0.48,1.08856,0.37649,25.36346,0.05887,0.05121,0.08881,25.33596,0.05886,2781.0,2728.0,53.0,20.0,30.0
Cs2VSbO3Se3,1.60614,-1.74273,120.19787,30.0,0.76695,0.89,1.11698,0.33728,21.87885,0.06346,0.05399,0.08978,24.31888,0.05888,2782.0,2901.0,-119.0,20.0,30.0
Cs2SnWO3Se3,1.76787,-1.50772,101.9171,30.0,0.83286,0.89,1.0811,0.38166,21.76568,0.05985,0.04956,0.08718,22.24883,0.05891,2783.0,2774.0,9.0,20.0,30.0
Cs2GeNbO3I3,1.74094,-1.96727,105.1782,30.0,0.78347,0.78,1.09105,0.325,20.86159,0.06244,0.05181,0.0909,22.62925,0.05893,2784.0,2866.0,-82.0,20.0,30.0
Cs2SnCuCl3I3,1.0343,-1.3084,93.11381,30.0,0.85,0.5,1.01183,0.35411,21.52118,0.05895,0.04701,0.85102,21.60625,0.05893,2784.0,2735.0,49.0,20.0,30.0
Cs2MoFeO3Br3,1.56842,-1.64387,123.12222,30.0,0.85,0.48,1.09567,0.36756,24.6519,0.0589,0.05079,0.08228,24.60599,0.05894,2786.0,2731.0,55.0,20.0,30.0
Cs2CrAgO3Br3,1.56508,-1.59237,123.65358,30.0,0.85,0.48,1.02225,0.46577,24.67474,0.05896,0.05085,0.08239,24.65719,0.05896,2787.0,2737.0,50.0,20.0,30.0
Cs2ZrSbSe3Cl3,1.74235,-1.68498,105.77013,30.0,0.84707,0.61,1.04475,0.34828,22.54239,0.05919,0.0494,0.08538,22.6433,0.05901,2788.0,2751.0,37.0,20.0,30.0
Cs2ZrInO3Br3,1.66683,-2.15636,115.31926,30.0,0.85,0.48,1.03168,0.45238,23.66287,0.05908,0.05017,0.08357,23.66907,0.05904,2789.0,2743.0,46.0,20.0,30.0
Cs2SnVO3I3,1.77516,-1.85082,100.77724,30.0,0.80939,0.78,1.0775,0.34167,21.04105,0.06106,0.05034,0.08955,22.10968,0.05904,2789.0,2824.0,-35.0,20.0,30.0
Cs2NbFeO3Br3,1.56932,-2.03801,123.62222,30.0,0.85,0.48,1.08388,0.38244,24.64261,0.059,0.05087,0.08244,24.62505,0.05904,2789.0,2738.0,51.0,20.0,30.0
Cs2SnSbO3Br3,1.71756,-1.51743,109.40523,30.0,0.85,0.48,1.08271,0.38393,22.99301,0.05911,0.04964,0.0846,23.03917,0.05906,2792.0,2745.0,47.0,20.0,30.0
Na2TiInO3F3,2.36267,-2.77495,2.56249,30.0,0.85,0.54,0.94338,0.51845,11.76211,0.05913,0.04137,0.1168,11.78301,0.05909,2793.0,2748.0,45.0,20.0,30.0
Cs2SbCuSe3Cl3,1.0925,-1.1632,109.44129,30.0,0.85,0.61,1.04271,0.35092,23.25507,0.05907,0.04902,0.87365,23.2368,0.05915,2794.0,2741.0,53.0,20.0,30.0
Cs2ZrFeO3Br3,1.58161,-2.06231,123.88717,30.0,0.85,0.48,1.06552,0.40625,24.52996,0.0592,0.05096,0.08275,24.50699,0.05916,2795.0,2752.0,43.0,20.0,30.0
Cs2CrMoO3Br3,1.58171,-1.68129,123.80319,30.0,0.83997,0.48,1.10287,0.35863,24.23122,0.05969,0.05134,0.08353,24.53398,0.05917,2796.0,2764.0,32.0,20.0,30.0
Cs2SnFeSe3Cl3,1.09895,-1.278,110.90823,30.0,0.85,0.61,1.04169,0.35224,23.39322,0.05912,0.04921,0.87068,23.41901,0.05918,2797.0,2746.0,51.0,20.0,30.0
Cs2NbMnO3Br3,1.57917,-2.10489,123.78325,30.0,0.85,0.48,1.08388,0.38244,24.54928,0.05915,0.05094,0.08266,24.53854,0.05918,2797.0,2749.0,48.0,20.0,30.0
Rb2SnCrO3F3,2.17078,-2.4123,34.56964,30.0,0.85,0.54,1.08311,0.48155,15.01847,0.05934,0.04355,0.10184,15.05732,0.0592,2799.0,2756.0,43.0,20.0,30.0
Cs2GeNbSe3F3,1.58658,-2.23238,124.51522,30.0,0.73067,1.43,1.11774,0.35562,20.97138,0.06632,0.05636,0.09427,24.50749,0.05935,2800.0,2966.0,-166.0,20.0,30.0
Cs2VCuSe3F3,1.50923,-2.19513,128.90244,30.0,0.77488,1.43,1.09322,0.38602,22.75777,0.06342,0.05457,0.08996,24.99013,0.05939,2801.0,2899.0,-98.0,20.0,30.0
Na2TiGaO3F3,2.36515,-2.65983,3.07073,30.0,0.85,0.54,0.98654,0.45203,11.72304,0.05945,0.04154,0.11794,11.73519,0.05944,2802.0,2759.0,43.0,20.0,30.0
Cs2VCuO3Br3,1.49487,-1.89518,129.94619,30.0,0.85,0.48,1.08739,0.37798,25.08399,0.05937,0.05151,0.08378,25.03086,0.05945,2803.0,2757.0,46.0,20.0,30.0
Cs2VTaS6,1.56957,-1.45218,126.26533,30.0,0.85,0.0,1.08248,0.32065,24.64154,0.05946,0.05126,0.08317,24.59948,0.05953,2804.0,2760.0,44.0,20.0,30.0
Cs2GeWO3Se3,1.7119,-1.48246,111.88805,30.0,0.76176,0.89,1.11946,0.33432,20.65274,0.06433,0.05359,0.09333,23.0056,0.05954,2805.0,2926.0,-121.0,20.0,30.0
Cs2GeFeO3Br3,1.3027,-1.57467,132.20434,30.0,0.826,0.48,1.11017,0.3497,24.56368,0.06084,0.05262,0.13191,25.30412,0.05958,2806.0,2815.0,-9.0,20.0,30.0
K2BiAgI6,0.88204,-0.9591,1.7644,30.0,0.85,0.0,0.8888,0.38864,11.2606,0.06072,0.03439,0.51148,11.50984,0.05958,2806.0,2811.0,-5.0,20.0,30.0
Cs2SnZnO3Se3,1.66503,-1.32272,118.27499,30.0,0.85,0.89,1.04963,0.42308,23.6881,0.05958,0.05059,0.08434,23.64665,0.05964,2808.0,2761.0,47.0,20.0,30.0
Cs2SnGaO3Br3,1.6692,-1.6339,118.10746,30.0,0.85,0.48,1.07807,0.38988,23.63423,0.05964,0.05059,0.08451,23.63298,0.05964,2808.0,2763.0,45.0,20.0,30.0
Cs2ZrGaSe3F3,1.63787,-2.29323,121.71332,30.0,0.79983,1.43,1.0767,0.40729,22.56035,0.06239,0.05294,0.0884,24.02281,0.05965,2810.0,2864.0,-54.0,20.0,30.0
Cs2SnNbO3I3,1.82869,-1.99988,96.1305,30.0,0.84588,0.78,1.05564,0.36944,21.10963,0.05992,0.04875,0.08915,21.22809,0.05965,2810.0,2780.0,30.0,20.0,30.0
Cs2WMnO3Se3,1.73311,-1.59191,110.10572,30.0,0.81538,0.89,1.09162,0.36834,21.83081,0.06143,0.0512,0.08893,22.77435,0.05965,2810.0,2832.0,-22.0,20.0,30.0
Cs2GeBiO3Br3,1.75185,-1.55867,108.04798,30.0,0.85,0.48,1.08271,0.38393,22.46824,0.05974,0.0497,0.08648,22.45671,0.0597,2813.0,2769.0,44.0,20.0,30.0
Cs2CrMoO3Se3,1.61069,-1.60268,124.44319,30.0,0.79821,0.89,1.10114,0.35651,22.75404,0.06253,0.05328,0.08817,24.26319,0.05971,2814.0,2871.0,-57.0,20.0,30.0
Cs2TiWS6,1.59241,-1.51853,125.86251,30.0,0.85,0.0,1.07694,0.32745,24.43977,0.05973,0.0513,0.08355,24.42162,0.05972,2815.0,2768.0,47.0,20.0,30.0
Cs2SnSbSe3Cl3,1.7881,-1.20806,102.36812,30.0,0.837,0.61,1.05092,0.34037,21.5593,0.06032,0.04965,0.08854,21.84651,0.05976,2816.0,2795.0,21.0,20.0,30.0
Cs2SnBiO3Br3,1.81377,-1.52016,98.5943,30.0,0.85,0.48,1.04669,0.43155,21.46887,0.05971,0.04881,0.08829,21.46002,0.05976,2816.0,2767.0,49.0,20.0,30.0
Cs2FeMnS3Se3,1.14685,-1.12577,122.42101,30.0,0.85,0.03,1.0489,0.3377,24.19364,0.05987,0.05066,0.57489,24.17078,0.05984,2818.0,2775.0,43.0,20.0,30.0
Cs2GeFeS3Se3,1.15999,-0.95009,124.09915,30.0,0.84839,0.03,1.07305,0.30759,24.31358,0.05994,0.05091,0.49785,24.37555,0.05987,2819.0,2781.0,38.0,20.0,30.0
Cs2GeGaS3I3,1.7908,-1.07204,103.09114,30.0,0.81872,0.08,1.0627,0.28465,21.03853,0.06152,0.05049,0.09071,21.84646,0.05988,2820.0,2836.0,-16.0,20.0,30.0
Cs2VFeO3Br3,1.51568,-1.9343,131.45081,30.0,0.83076,0.48,1.10772,0.35268,24.41001,0.06081,0.05256,0.08556,24.96438,0.05993,2821.0,2814.0,7.0,20.0,30.0
Cs2SnGaSe3F3,1.68741,-2.00309,117.26444,30.0,0.78973,1.43,1.08372,0.39818,21.71777,0.06313,0.05302,0.09067,23.36071,0.05993,2821.0,2890.0,-69.0,20.0,30.0
Cs2GeCuO3Se3,1.24484,-1.36544,131.41818,30.0,0.82142,0.89,1.08809,0.37278,24.19285,0.06134,0.0528,0.19901,25.03326,0.05994,2823.0,2831.0,-8.0,20.0,30.0
Cs2SnGeBr3I3,0.99639,-1.3115,83.94984,30.0,0.81608,0.3,1.04095,0.29327,18.93409,0.06244,0.04706,0.83281,20.083,0.05995,2824.0,2867.0,-43.0,20.0,30.0
Cs2MnSbS3Se3,1.08314,-1.01347,112.08834,30.0,0.85,0.03,1.05822,0.32592,23.04067,0.05996,0.04945,0.89334,23.03089,0.05996,2825.0,2782.0,43.0,20.0,30.0
K2MoGaO3F3,2.37422,-2.3879,2.55833,30.0,0.85,0.54,1.0805,0.44649,11.57401,0.05979,0.04164,0.11998,11.50877,0.05996,2825.0,2772.0,53.0,20.0,30.0
Cs2GeSbSe3F3,1.67294,-1.89807,119.77034,30.0,0.71004,1.43,1.12785,0.34347,19.63406,0.06848,0.05719,0.09942,23.60691,0.05997,2827.0,2998.0,-171.0,20.0,30.0
Cs2ZrCrO3Se3,1.62289,-2.10364,125.22448,30.0,0.84844,0.89,1.07078,0.39497,24.10421,0.06017,0.05141,0.08444,24.17479,0.06007,2828.0,2788.0,40.0,20.0,30.0
Cs2GeMnO3Se3,1.50473,-1.48854,133.07661,30.0,0.78431,0.89,1.1084,0.34763,23.0554,0.0636,0.05477,0.09027,25.00487,0.06007,2828.0,2906.0,-78.0,20.0,30.0
Cs2NbTaS6,1.68246,-1.43509,119.0525,30.0,0.85,0.0,1.06066,0.34783,23.46553,0.0601,0.05082,0.08546,23.46969,0.06014,2830.0,2784.0,46.0,20.0,30.0
Cs2SnCrSe3Br3,1.02443,-1.31281,95.19069,30.0,0.85,0.41,1.03808,0.33122,21.12634,0.06014,0.04738,0.86474,21.09998,0.06016,2831.0,2786.0,45.0,20.0,30.0
Cs2ZrCrO3I3,1.79339,-2.05439,103.91423,30.0,0.8475,0.78,1.05457,0.37083,21.73864,0.06025,0.04953,0.08854,21.77234,0.06017,2832.0,2790.0,42.0,20.0,30.0
Cs2MoGaO3I3,1.80008,-1.60147,102.20283,30.0,0.80109,0.78,1.08198,0.33611,20.44155,0.06261,0.05113,0.09299,21.63662,0.06018,2833.0,2876.0,-43.0,20.0,30.0
Cs2TiGaS3Br3,1.66892,-1.66265,121.78819,30.0,0.83525,0.38,1.06383,0.32237,23.2189,0.06107,0.0517,0.0868,23.65385,0.06021,2834.0,2825.0,9.0,20.0,30.0
Cs2MnGaO3Se3,1.57923,-1.568,129.84674,30.0,0.82339,0.89,1.08692,0.37426,23.76576,0.06162,0.05288,0.08661,24.53258,0.06023,2835.0,2839.0,-4.0,20.0,30.0
Cs2FeMnO3Br3,1.56776,-1.73927,130.62757,30.0,0.85,0.48,1.08271,0.38393,24.65489,0.06021,0.05187,0.08436,24.60963,0.06028,2836.0,2789.0,47.0,20.0,30.0
Cs2ZrGaS3Br3,1.72619,-1.65927,114.88483,30.0,0.85,0.38,1.04002,0.35263,22.86583,0.06035,0.05051,0.08685,22.86394,0.06031,2837.0,2797.0,40.0,20.0,30.0
Cs2WMnS6,1.64445,-1.25662,124.58235,30.0,0.85,0.0,1.0682,0.33832,23.93046,0.06035,0.05138,0.08515,23.87972,0.06034,2838.0,2798.0,40.0,20.0,30.0
Cs2FeMnSe6,1.03788,-1.05032,102.28375,30.0,0.85,0.0,1.03978,0.32576,21.66052,0.06052,0.04832,0.8869,21.72517,0.06034,2838.0,2805.0,33.0,20.0,30.0
Rb2WGaO3F3,2.2153,-2.39576,30.73053,30.0,0.85,0.54,1.10654,0.45018,14.24116,0.06047,0.04375,0.10668,14.2793,0.06035,2840.0,2804.0,36.0,20.0,30.0
Cs2SnFeS3Se3,1.07386,-0.93823,112.37212,30.0,0.85,0.03,1.03974,0.34948,22.79761,0.06039,0.04955,0.90219,22.82635,0.06035,2840.0,2800.0,40.0,20.0,30.0
Cs2TiBiO3I3,1.87244,-1.97392,91.55782,30.0,0.85,0.78,1.0482,0.37917,20.43797,0.06031,0.04835,0.0912,20.39876,0.06037,2842.0,2794.0,48.0,20.0,30.0
Cs2GeFeSe3F3,1.19554,-1.92239,131.16159,30.0,0.73313,1.43,1.11648,0.35714,21.18693,0.06746,0.05699,0.36777,24.72132,0.06038,2843.0,2983.0,-140.0,20.0,30.0
Cs2SnCrO3Br3,1.69089,-1.6717,119.87265,30.0,0.85,0.48,1.07923,0.38839,23.35696,0.06043,0.05099,0.08618,23.35523,0.0604,2844.0,2803.0,41.0,20.0,30.0
Cs2FeMnO3Se3,1.5733,-1.4944,131.33274,30.0,0.83286,0.89,1.0811,0.38166,24.09652,0.0613,0.05268,0.08607,24.59773,0.06043,2845.0,2830.0,15.0,20.0,30.0
Cs2ZrMoS6,1.52171,-1.51913,134.59098,30.0,0.85,0.0,1.05428,0.35598,24.9577,0.06042,0.05227,0.08482,24.94795,0.06043,2845.0,2801.0,44.0,20.0,30.0
Cs2VTaO3Se3,1.75177,-2.11695,111.46237,30.0,0.78669,0.89,1.10718,0.34911,20.79024,0.06386,0.05275,0.09358,22.4304,0.06047,2847.0,2914.0,-67.0,20.0,30.0
Cs2TiSbO3I3,1.81943,-1.95884,100.78083,30.0,0.79896,0.78,1.0831,0.33472,20.08327,0.06308,0.05118,0.09448,21.28819,0.06048,2848.0,2889.0,-41.0,20.0,30.0
Cs2VFeSe3F3,1.59546,-2.24778,130.38109,30.0,0.73796,1.43,1.11399,0.36018,21.12693,0.06718,0.05701,0.0957,24.4275,0.06054,2849.0,2979.0,-130.0,20.0,30.0
Rb2GeVO3F3,2.1228,-2.63453,47.08637,30.0,0.82166,0.54,1.15045,0.39483,15.34599,0.06196,0.04578,0.10487,15.83225,0.06056,2850.0,2849.0,1.0,20.0,30.0
Rb2GeGaS3Cl3,2.17772,-1.38186,38.0209,30.0,0.81413,0.58,1.04446,0.31507,14.27278,0.06257,0.04546,0.10929,14.90913,0.06058,2851.0,2874.0,-23.0,20.0,30.0
Cs2SnGeS3Se3,1.73757,-0.89449,114.27188,30.0,0.85,0.03,1.06347,0.31937,22.69016,0.06054,0.05052,0.08747,22.66764,0.06058,2851.0,2806.0,45.0,20.0,30.0
Cs2TiWO3Se3,1.76069,-2.0597,111.10371,30.0,0.79821,0.89,1.10114,0.35651,20.96064,0.06338,0.05228,0.093,22.2704,0.06061,2853.0,2897.0,-44.0,20.0,30.0
Cs2GeMnBr6,1.04232,-1.47858,103.31299,30.0,0.8451,0.0,1.06586,0.29974,21.7018,0.06065,0.04862,0.88869,21.72787,0.06062,2854.0,2809.0,45.0,20.0,30.0
Cs2MoInO3Br3,1.73672,-1.71541,114.6662,30.0,0.85,0.48,1.05992,0.41369,22.70527,0.06059,0.05057,0.08754,22.65186,0.06068,2855.0,2808.0,47.0,20.0,30.0
Cs2GeInO3Br3,1.68187,-1.60336,122.7596,30.0,0.85,0.48,1.07348,0.39583,23.47245,0.06077,0.05135,0.08652,23.45387,0.06071,2856.0,2813.0,43.0,20.0,30.0
Cs2GeFeO3Se3,1.57252,-1.38916,132.8977,30.0,0.78431,0.89,1.1084,0.34763,22.66439,0.06434,0.05504,0.09099,24.5692,0.06072,2857.0,2927.0,-70.0,20.0,30.0
Cs2CrMnO3Se3,1.58852,-1.63529,132.10715,30.0,0.82142,0.89,1.08809,0.37278,23.63432,0.06228,0.05333,0.08765,24.5048,0.06075,2858.0,2861.0,-3.0,20.0,30.0
Rb2TiGaO3Cl3,2.18914,-2.39373,36.62884,30.0,0.85,0.28,1.06026,0.38162,14.69725,0.06087,0.04428,0.10598,14.69477,0.06076,2859.0,2816.0,43.0,20.0,30.0
Cs2VZnO3Br3,1.62498,-1.92251,129.57652,30.0,0.85,0.48,1.08504,0.38095,24.127,0.06091,0.05199,0.08564,24.18198,0.06077,2860.0,2820.0,40.0,20.0,30.0
K2WInO3F3,2.39203,-2.39256,1.78523,30.0,0.85,0.54,1.03055,0.51661,11.29418,0.06055,0.04189,0.1248,11.26308,0.06081,2861.0,2807.0,54.0,20.0,30.0
K2SnCuBr6,0.87759,-1.36213,0.09181,30.0,0.85,0.0,0.9534,0.36224,10.9692,0.06128,0.03416,0.50468,10.98334,0.06086,2862.0,2829.0,33.0,20.0,30.0
Cs2NbTaO6,1.52316,-2.77954,137.08886,30.0,0.85,0.0,1.13692,0.45714,24.95095,0.06088,0.05263,0.08547,24.93974,0.0609,2863.0,2817.0,46.0,20.0,30.0
Rb2SnVO3F3,2.20319,-2.67484,34.69312,30.0,0.85,0.54,1.10373,0.45387,14.45072,0.06103,0.04423,0.10716,14.46877,0.06093,2864.0,2823.0,41.0,20.0,30.0
Na2FeZnCl3I3,0.87941,-1.2215,0.40825,30.0,0.8198,0.5,0.88995,0.34539,10.69162,0.06247,0.0348,0.50599,11.093,0.06097,2865.0,2869.0,-4.0,20.0,30.0
Cs2MnBiO6,1.49657,-1.88236,138.78235,30.0,0.85,0.0,1.10312,0.50179,25.07526,0.06093,0.05278,0.08619,25.05073,0.061,2866.0,2821.0,45.0,20.0,30.0
Cs2VSbS6,1.51528,-1.07914,137.67017,30.0,0.84345,0.0,1.09147,0.30978,24.78984,0.06124,0.05295,0.08615,24.94991,0.061,2866.0,2828.0,38.0,20.0,30.0
Rb2GeCrO6,2.12611,-2.11321,47.99163,30.0,0.85,0.0,1.11847,0.40893,15.81047,0.06091,0.04508,0.10262,15.79059,0.06104,2868.0,2819.0,49.0,20.0,30.0
Cs2TiFeO3Br3,1.6092,-2.05581,132.03642,30.0,0.85,0.48,1.0921,0.37202,24.28033,0.06108,0.05225,0.08577,24.26546,0.06104,2868.0,2826.0,42.0,20.0,30.0
Cs2TiGaO3I3,1.79555,-2.13008,108.17866,30.0,0.80735,0.78,1.07861,0.34028,20.67298,0.06335,0.05178,0.09402,21.71168,0.06118,2870.0,2895.0,-25.0,20.0,30.0
Cs2GeFeCl3I3,1.0292,-1.36158,102.5906,30.0,0.78917,0.5,1.05964,0.29302,19.74503,0.06476,0.05075,0.894,21.38152,0.06119,2871.0,2935.0,-64.0,20.0,30.0
Na2SnCuBr3I3,0.87875,-1.09708,0.37206,30.0,0.82721,0.3,0.87945,0.34135,10.74849,0.06225,0.03465,0.50586,11.02377,0.06121,2872.0,2859.0,13.0,20.0,30.0
Cs2WFeO3Br3,1.79112,-1.61919,109.46401,30.0,0.85,0.48,1.09329,0.37054,21.84027,0.06116,0.05025,0.08993,21.79484,0.06124,2873.0,2827.0,46.0,20.0,30.0
Cs2FeSbSe3Cl3,1.05207,-1.27899,110.50351,30.0,0.82065,0.61,1.06031,0.3285,21.36376,0.06281,0.05054,0.9123,22.14108,0.0613,2874.0,2884.0,-10.0,20.0,30.0
Cs2MnSbSe3Br3,1.00665,-1.24289,94.58853,30.0,0.83035,0.41,1.05009,0.31599,19.8132,0.06283,0.04811,0.87172,20.48607,0.06131,2875.0,2885.0,-10.0,20.0,30.0
Cs2GeCrO3Br3,1.61225,-1.63914,132.96025,30.0,0.81112,0.48,1.11756,0.34077,23.11474,0.06342,0.05403,0.08959,24.23881,0.06141,2876.0,2898.0,-22.0,20.0,30.0
Cs2VNbS6,1.36615,-1.43392,144.24376,30.0,0.85,0.0,1.08248,0.32065,25.40357,0.06143,0.05331,0.10249,25.37907,0.06143,2877.0,2833.0,44.0,20.0,30.0
Cs2GeVSe3Br3,1.03387,-1.35058,104.26396,30.0,0.75491,0.41,1.08677,0.27157,19.00873,0.06693,0.05246,0.89916,21.41086,0.06145,2878.0,2977.0,-99.0,20.0,30.0
Cs2ZrMoO3Se3,1.74592,-2.10584,117.84712,30.0,0.84002,0.89,1.07649,0.38757,22.29807,0.06198,0.0515,0.09003,22.53496,0.06146,2879.0,2850.0,29.0,20.0,30.0
Cs2TiCrO3I3,1.79791,-2.11176,109.56638,30.0,0.80528,0.78,1.07973,0.33889,20.58523,0.06384,0.0521,0.09495,21.7084,0.06149,2880.0,2913.0,-33.0,20.0,30.0
Rb2VMnO3F3,2.18415,-2.76517,40.39661,30.0,0.85,0.54,1.11648,0.43727,14.78589,0.06172,0.04487,0.10737,14.84617,0.06149,2880.0,2841.0,39.0,20.0,30.0
Cs2GeCuCl3I3,1.02439,-1.31818,101.71008,30.0,0.8217,0.5,1.04255,0.31421,20.40269,0.06303,0.04937,0.89234,21.06809,0.06158,2882.0,2887.0,-5.0,20.0,30.0
Cs2VNbO3Se3,1.69763,-2.14724,125.17022,30.0,0.78669,0.89,1.10718,0.34911,21.51142,0.06514,0.05449,0.09416,23.23685,0.06161,2883.0,2945.0,-62.0,20.0,30.0
Rb2SnCrO6,2.21007,-2.07079,35.27817,30.0,0.85,0.0,1.07487,0.46607,14.33128,0.06157,0.04449,0.10868,14.28474,0.06162,2884.0,2838.0,46.0,20.0,30.0
Cs2GeCrO3Se3,1.62174,-1.50759,133.66074,30.0,0.76951,0.89,1.11574,0.33876,21.83216,0.06625,0.0561,0.09432,24.09678,0.06163,2885.0,2963.0,-78.0,20.0,30.0
Cs2SnCrO3Se3,1.73527,-1.49079,120.47702,30.0,0.83826,0.89,1.07764,0.38609,22.41424,0.06228,0.05188,0.09026,22.72004,0.06164,2886.0,2860.0,26.0,20.0,30.0
Cs2SnGeBr6,1.0071,-1.46438,96.31559,30.0,0.85,0.0,1.05653,0.31122,20.3121,0.06207,0.04767,0.87841,20.47407,0.06165,2887.0,2853.0,34.0,20.0,30.0
Cs2NbZnO3Br3,1.72369,-2.04535,121.96361,30.0,0.85,0.48,1.06215,0.41071,22.90538,0.06162,0.05153,0.08884,22.86172,0.06168,2888.0,2840.0,48.0,20.0,30.0
Cs2GeGaO3Br3,1.65258,-1.62935,130.74481,30.0,0.81366,0.48,1.11632,0.34226,22.80339,0.06363,0.05383,0.09052,23.75437,0.0617,2889.0,2907.0,-18.0,20.0,30.0
Cs2SbCuS3Br3,1.04186,-1.1334,110.34453,30.0,0.85,0.38,1.04205,0.35,21.81825,0.06183,0.04947,0.91711,21.90679,0.06171,2890.0,2845.0,45.0,20.0,30.0
Cs2SnNbO3Br3,1.78663,-2.09794,113.51177,30.0,0.85,0.48,1.07348,0.39583,21.91698,0.06182,0.05083,0.09088,21.96825,0.06174,2891.0,2844.0,47.0,20.0,30.0
Cs2SnGeO3Se3,1.72707,-1.35695,121.68672,30.0,0.80483,0.89,1.09755,0.36095,21.63152,0.06416,0.05339,0.09325,22.77567,0.06181,2892.0,2921.0,-29.0,20.0,30.0
Cs2TiMoS6,1.48528,-1.50282,144.2587,30.0,0.85,0.0,1.07915,0.32473,25.13829,0.06179,0.05353,0.08789,25.12311,0.06185,2893.0,2843.0,50.0,20.0,30.0
Rb2BiAgI6,0.89257,-1.00893,13.95353,30.0,0.85,0.0,0.90732,0.38864,11.98031,0.06247,0.03617,0.56282,12.09493,0.06185,2893.0,2868.0,25.0,20.0,30.0
Cs2MnBiO3S3,1.68477,-1.72869,128.86514,30.0,0.85,0.86,1.06561,0.43364,23.4356,0.06196,0.05226,0.0885,23.39567,0.06191,2895.0,2848.0,47.0,20.0,30.0
Rb2FeZnCl3I3,0.90207,-1.36876,20.1026,30.0,0.85,0.5,0.97645,0.34539,12.65495,0.06217,0.03704,0.58799,12.68103,0.06193,2896.0,2857.0,39.0,20.0,30.0
Cs2ZrBiO3Br3,1.86044,-2.10649,101.74852,30.0,0.85,0.48,1.04021,0.44048,20.65563,0.062,0.04978,0.09371,20.633,0.06196,2897.0,2851.0,46.0,20.0,30.0
K2FeZnCl3I3,0.87503,-1.30194,0.40024,30.0,0.85,0.5,0.95548,0.34539,10.78906,0.06208,0.03423,0.50648,10.83348,0.06201,2898.0,2854.0,44.0,20.0,30.0
Cs2TiCrO3Se3,1.65114,-2.11664,133.54655,30.0,0.80483,0.89,1.09755,0.36095,22.56569,0.06465,0.05464,0.09214,23.85016,0.06205,2899.0,2932.0,-33.0,20.0,30.0
Cs2GeVO3Br3,1.65281,-1.94503,133.19476,30.0,0.76982,0.48,1.13648,0.31845,21.54911,0.06678,0.05623,0.09575,23.81018,0.06207,2900.0,2974.0,-74.0,20.0,30.0
Cs2CrMnO3Br3,1.66662,-1.76222,131.39456,30.0,0.85,0.48,1.08974,0.375,23.66591,0.06203,0.05251,0.08823,23.62819,0.06208,2901.0,2852.0,49.0,20.0,30.0
Cs2MoMnS6,1.54873,-1.23502,142.58022,30.0,0.85,0.0,1.07037,0.3356,24.78498,0.06209,0.05351,0.08725,24.77968,0.06212,2902.0,2855.0,47.0,20.0,30.0
Cs2WInO3Br3,1.85878,-1.72229,102.82539,30.0,0.85,0.48,1.05769,0.41667,20.68519,0.06216,0.04993,0.09393,20.64083,0.0622,2903.0,2856.0,47.0,20.0,30.0
Cs2GeMoO3Se3,1.72057,-1.49607,125.57735,30.0,0.75647,0.89,1.12194,0.33136,20.39664,0.06781,0.05617,0.09923,22.92581,0.06228,2904.0,2988.0,-84.0,20.0,30.0
Cs2GeZnO3Se3,1.67389,-1.34465,131.05466,30.0,0.82533,0.89,1.08575,0.37574,22.87875,0.06347,0.05352,0.09075,23.47827,0.06229,2905.0,2903.0,2.0,20.0,30.0
Cs2VMnO3Br3,1.67081,-2.04141,131.63285,30.0,0.83076,0.48,1.10772,0.35268,23.07114,0.0632,0.05336,0.09022,23.52236,0.06229,2905.0,2892.0,13.0,20.0,30.0
Rb2SnTaO3F3,2.26693,-2.73094,27.39776,30.0,0.85,0.54,1.07641,0.49077,13.35077,0.06222,0.04427,0.11402,13.33813,0.06231,2907.0,2858.0,49.0,20.0,30.0
