Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta,Lifetime_Ef_current,Lifetime_Ef_future
Cs2SbCuO3I3,1.11517,-1.3091,98.98954,30.0,0.84588,0.78,1.05564,0.36944,23.57309,0.0566,0.04756,0.78364,23.69285,0.05645,2643.0,2607.0,36.0,20.0,30.0
Cs2SnMoS3Se3,1.60199,-1.01655,106.9116,30.0,0.85,0.03,1.05095,0.33508,24.35257,0.05648,0.04859,0.07851,24.36714,0.05645,2643.0,2594.0,49.0,20.0,30.0
Cs2SnTaO3Br3,1.65904,-2.09289,102.1413,30.0,0.85,0.48,1.07348,0.39583,23.76668,0.05654,0.04819,0.07935,23.76432,0.05645,2643.0,2599.0,44.0,20.0,30.0
Cs2MoFeSe3Cl3,1.43154,-1.30362,114.26373,30.0,0.81681,0.61,1.06242,0.32586,24.30381,0.05797,0.05036,0.08502,25.2534,0.05646,2647.0,2689.0,-42.0,20.0,30.0
Cs2SnTaSe3Cl3,1.70811,-1.60023,96.00644,30.0,0.85,0.61,1.04271,0.35092,23.12603,0.05637,0.04759,0.08002,23.05326,0.05646,2647.0,2587.0,60.0,20.0,30.0
Cs2NbFeSe3Cl3,1.31856,-1.51755,114.69164,30.0,0.83525,0.61,1.05195,0.33905,24.88014,0.0572,0.04969,0.11283,25.32554,0.05648,2649.0,2651.0,-2.0,20.0,30.0
Cs2MoFeS3Br3,1.40967,-1.27708,115.25409,30.0,0.83916,0.38,1.06171,0.325,25.03195,0.057,0.04962,0.08562,25.35385,0.05648,2649.0,2637.0,12.0,20.0,30.0
K2ZrInO3F3,2.31631,-2.79748,2.12422,30.0,0.85,0.54,1.00132,0.56089,12.52384,0.05647,0.04029,0.10556,12.4907,0.05649,2651.0,2593.0,58.0,20.0,30.0
Cs2VCuSe3Br3,1.1291,-1.31003,101.42442,30.0,0.83937,0.41,1.04505,0.32234,23.61967,0.057,0.04809,0.66828,23.92067,0.0565,2652.0,2638.0,14.0,20.0,30.0
Cs2MoMnS3Se3,1.41766,-1.13531,115.95865,30.0,0.85,0.03,1.06031,0.3233,25.35398,0.05662,0.04934,0.08388,25.37226,0.05652,2653.0,2610.0,43.0,20.0,30.0
Cs2NbFeS3Br3,1.37324,-1.41307,115.69018,30.0,0.85,0.38,1.05127,0.33816,25.39325,0.05654,0.04925,0.09127,25.38496,0.05654,2654.0,2600.0,54.0,20.0,30.0
Cs2FeCuF3I3,1.15674,-1.91315,105.76998,30.0,0.81103,1.32,1.05234,0.39174,23.16361,0.05855,0.04966,0.48497,24.36761,0.05656,2655.0,2716.0,-61.0,20.0,30.0
Cs2SbAgO3Se3,1.49599,-1.27374,113.23716,30.0,0.85,0.89,1.02409,0.45858,25.07785,0.0565,0.04912,0.07922,25.07913,0.05656,2655.0,2596.0,59.0,20.0,30.0
Rb2GeGaO3Cl3,2.06598,-1.85966,41.92773,30.0,0.85,0.28,1.0785,0.35826,16.90255,0.05656,0.043,0.0915,16.92536,0.05656,2655.0,2603.0,52.0,20.0,30.0
Cs2MoFeO3I3,1.65458,-1.51915,102.91096,30.0,0.81141,0.78,1.07638,0.34306,22.71501,0.05849,0.0497,0.08248,23.81269,0.05657,2658.0,2711.0,-53.0,20.0,30.0
Cs2SnNbSe3Cl3,1.61863,-1.61038,105.94939,30.0,0.85,0.61,1.04271,0.35092,24.18972,0.05657,0.04853,0.07876,24.14973,0.0566,2659.0,2604.0,55.0,20.0,30.0
K2GeFeSe3Br3,0.90065,-1.20402,5.13727,30.0,0.81733,0.41,0.99811,0.29822,12.08189,0.05893,0.03546,0.52332,12.81306,0.05661,2660.0,2734.0,-74.0,20.0,30.0
Cs2MoBiO3Br3,1.66946,-1.5521,101.24165,30.0,0.85,0.48,1.06892,0.40179,23.62969,0.05655,0.04813,0.07961,23.59851,0.05661,2660.0,2602.0,58.0,20.0,30.0
Cs2SnZnI6,1.00318,-1.16187,72.09419,30.0,0.85,0.0,0.98971,0.325,20.11355,0.0573,0.04413,0.77971,20.38203,0.05664,2662.0,2657.0,5.0,20.0,30.0
Cs2NbCuS3Br3,1.27631,-1.33511,114.52457,30.0,0.85,0.38,1.03399,0.36053,25.21415,0.05667,0.04918,0.14176,25.20811,0.05666,2663.0,2614.0,49.0,20.0,30.0
Cs2NbCuSe3Cl3,1.24346,-1.40271,113.54724,30.0,0.85,0.61,1.03462,0.36148,25.05305,0.05675,0.0491,0.18277,25.10315,0.05667,2664.0,2619.0,45.0,20.0,30.0
Cs2SnSbS3Br3,1.6533,-1.07058,103.15063,30.0,0.85,0.38,1.05024,0.33947,23.83402,0.05662,0.0483,0.07937,23.76369,0.05667,2664.0,2609.0,55.0,20.0,30.0
Cs2GeTaS3I3,1.76,-1.24887,91.09504,30.0,0.82709,0.08,1.05862,0.2896,21.73974,0.05779,0.04805,0.08363,22.34361,0.05668,2666.0,2679.0,-13.0,20.0,30.0
Cs2MoSbO3Br3,1.5381,-1.54198,112.67117,30.0,0.8331,0.48,1.10651,0.35417,24.35538,0.05756,0.04978,0.08018,24.87039,0.05671,2667.0,2672.0,-5.0,20.0,30.0
Cs2GeTaO3Br3,1.54506,-2.01294,112.12579,30.0,0.82358,0.48,1.11139,0.34821,24.02358,0.058,0.05009,0.0809,24.78076,0.05671,2667.0,2690.0,-23.0,20.0,30.0
Cs2SnGaO3I3,1.69269,-1.49676,99.53592,30.0,0.83924,0.78,1.05994,0.36389,23.03076,0.05721,0.04841,0.08106,23.30552,0.05671,2667.0,2652.0,15.0,20.0,30.0
Cs2VFeSe3Br3,1.12668,-1.37704,102.33573,30.0,0.80695,0.41,1.06238,0.30076,22.63598,0.05887,0.04943,0.70453,23.87251,0.05672,2670.0,2729.0,-59.0,20.0,30.0
Cs2MoInO3I3,1.71856,-1.59472,97.08864,30.0,0.85,0.78,1.04295,0.38611,22.98015,0.05681,0.04783,0.08095,22.99896,0.05673,2671.0,2621.0,50.0,20.0,30.0
Cs2TaSbO3Se3,1.66406,-1.8813,102.25162,30.0,0.81332,0.89,1.0928,0.36686,22.66005,0.05842,0.04958,0.08256,23.6048,0.05674,2672.0,2708.0,-36.0,20.0,30.0
Rb2GeVO3Cl3,2.06983,-1.99472,41.90712,30.0,0.83758,0.28,1.09866,0.33333,16.58002,0.0573,0.04343,0.09321,16.81606,0.05675,2673.0,2658.0,15.0,20.0,30.0
Cs2SnMnS3Se3,1.2264,-1.06627,112.5051,30.0,0.85,0.03,1.03974,0.34948,24.94418,0.05676,0.04899,0.21549,24.98536,0.05676,2674.0,2620.0,54.0,20.0,30.0
Cs2WGaO3I3,1.75501,-1.61295,92.71533,30.0,0.80528,0.78,1.07973,0.33889,21.23399,0.05908,0.04906,0.08573,22.38461,0.05683,2675.0,2744.0,-69.0,20.0,30.0
Cs2NbTaO3Se3,1.63463,-2.1317,105.81198,30.0,0.82914,0.89,1.08342,0.3787,23.42736,0.0578,0.04935,0.08097,24.01365,0.05685,2676.0,2680.0,-4.0,20.0,30.0
Cs2CrMoS3Se3,1.30869,-1.19087,116.41942,30.0,0.85,0.03,1.06664,0.31545,25.31557,0.05683,0.04941,0.1176,25.28625,0.05685,2676.0,2625.0,51.0,20.0,30.0
Cs2NbZnSe3Cl3,1.53682,-1.46909,113.26435,30.0,0.85,0.61,1.03262,0.36412,24.87267,0.05684,0.04924,0.07903,24.8485,0.05687,2678.0,2628.0,50.0,20.0,30.0
Rb2GeMoO3S3,2.09023,-1.62801,38.98394,30.0,0.80216,0.86,1.08337,0.34568,15.5367,0.05918,0.04436,0.09803,16.3995,0.05688,2679.0,2750.0,-71.0,20.0,30.0
Cs2NbSbS3Se3,1.62619,-1.06132,106.90642,30.0,0.85,0.03,1.05926,0.32461,24.11588,0.05686,0.0487,0.0793,24.10966,0.05688,2679.0,2630.0,49.0,20.0,30.0
Rb2GeInO3F3,2.07029,-2.40294,42.2698,30.0,0.85,0.54,1.07641,0.49077,16.8233,0.05683,0.04313,0.09218,16.78657,0.05689,2681.0,2626.0,55.0,20.0,30.0
Cs2TiMoS3Se3,1.41884,-1.38984,117.06572,30.0,0.85,0.03,1.06877,0.31283,25.35399,0.05682,0.04949,0.08411,25.28953,0.05689,2681.0,2622.0,59.0,20.0,30.0
Cs2GeTaSe3F3,1.5686,-2.236,111.39565,30.0,0.73067,1.43,1.11774,0.35562,21.10752,0.06337,0.05406,0.08973,24.61797,0.0569,2683.0,2896.0,-213.0,20.0,30.0
Cs2GeCrO3I3,1.59314,-1.48632,110.38573,30.0,0.77175,0.78,1.0968,0.31806,22.13583,0.06102,0.05216,0.08578,24.45503,0.05691,2684.0,2822.0,-138.0,20.0,30.0
Cs2SbZnO3Br3,1.42002,-1.53284,117.23231,30.0,0.85,0.48,1.07119,0.39881,25.35044,0.05684,0.04952,0.0841,25.31767,0.05691,2684.0,2629.0,55.0,20.0,30.0
Cs2MnCuBr3I3,1.05025,-1.31227,86.63808,30.0,0.85,0.3,1.0118,0.33053,22.10431,0.05662,0.04596,0.81568,21.894,0.05695,2686.0,2608.0,78.0,20.0,30.0
Cs2ZrWO3Se3,1.64786,-2.08147,105.28878,30.0,0.84346,0.89,1.0742,0.39053,23.71308,0.05723,0.04883,0.08028,23.81053,0.05699,2687.0,2654.0,33.0,20.0,30.0
Cs2VNbS3Se3,1.31669,-1.28277,117.05511,30.0,0.85,0.03,1.07197,0.3089,25.33209,0.05691,0.04949,0.11318,25.26766,0.057,2688.0,2633.0,55.0,20.0,30.0
Cs2CrWO3Br3,1.59767,-1.68947,110.00255,30.0,0.84442,0.48,1.10046,0.36161,24.22964,0.05724,0.04923,0.07967,24.33673,0.05704,2689.0,2655.0,34.0,20.0,30.0
Cs2SnWS3Se3,1.73624,-1.0604,96.47396,30.0,0.85,0.03,1.0489,0.3377,22.71329,0.05712,0.04787,0.08187,22.73197,0.05705,2690.0,2644.0,46.0,20.0,30.0
Cs2MnGaSe6,1.11072,-1.07901,101.589,30.0,0.85,0.0,1.04476,0.31944,23.61309,0.05701,0.04781,0.81058,23.53342,0.05706,2691.0,2639.0,52.0,20.0,30.0
Cs2GeTaS3Br3,1.64919,-1.4156,105.81382,30.0,0.81243,0.38,1.0756,0.30789,22.80734,0.05889,0.05007,0.08301,23.79814,0.05708,2692.0,2730.0,-38.0,20.0,30.0
Cs2SnInO3Br3,1.58744,-1.58962,111.31374,30.0,0.85,0.48,1.03806,0.44345,24.48548,0.05706,0.04917,0.0794,24.46767,0.05708,2692.0,2642.0,50.0,20.0,30.0
Cs2MoAgO3Br3,1.47919,-1.50702,116.5571,30.0,0.85,0.48,1.02747,0.45833,25.16368,0.05696,0.04955,0.08048,25.09445,0.05708,2692.0,2636.0,56.0,20.0,30.0
Cs2SnGaS3I3,1.74958,-1.07364,94.38974,30.0,0.85,0.08,1.03092,0.32426,22.50161,0.05706,0.04766,0.08205,22.48617,0.05713,2695.0,2641.0,54.0,20.0,30.0
Cs2GeTaSe3Cl3,1.6613,-1.5178,105.02057,30.0,0.79002,0.61,1.07634,0.30871,22.02804,0.06015,0.05092,0.08535,23.70573,0.05714,2696.0,2787.0,-91.0,20.0,30.0
Rb2GeCrO3S3,2.07056,-1.66443,42.74427,30.0,0.81321,0.86,1.07719,0.3534,16.09275,0.05876,0.04435,0.09625,16.75492,0.05715,2697.0,2722.0,-25.0,20.0,30.0
Cs2FeSbO3Br3,1.41431,-1.50479,118.76357,30.0,0.85,0.48,1.09329,0.37054,25.36053,0.05709,0.04973,0.08513,25.30524,0.05716,2698.0,2643.0,55.0,20.0,30.0
Cs2GeZnI6,1.01586,-1.14411,77.82179,30.0,0.84475,0.0,1.01764,0.28864,20.60657,0.0575,0.04507,0.79773,20.76806,0.05718,2699.0,2666.0,33.0,20.0,30.0
Cs2GeNbS3Br3,1.48736,-1.38054,117.57418,30.0,0.81243,0.38,1.0756,0.30789,23.9917,0.05904,0.05116,0.08362,25.12291,0.05721,2700.0,2740.0,-40.0,20.0,30.0
Cs2VFeO3I3,1.63201,-1.82143,108.63904,30.0,0.79024,0.78,1.08763,0.32917,22.33609,0.06029,0.05129,0.08502,24.04611,0.05724,2701.0,2791.0,-90.0,20.0,30.0
Cs2TaZnS3I3,1.79898,-1.24622,88.33673,30.0,0.85,0.08,1.01761,0.34158,21.72113,0.05721,0.04714,0.08364,21.70531,0.05724,2701.0,2653.0,48.0,20.0,30.0
Cs2SnFeO3Br3,1.40153,-1.44256,119.23375,30.0,0.85,0.48,1.07233,0.39732,25.36832,0.05716,0.04979,0.08691,25.30907,0.05726,2703.0,2647.0,56.0,20.0,30.0
Cs2MnSbO3Se3,1.38182,-1.41999,119.50785,30.0,0.81538,0.89,1.09162,0.36834,24.33015,0.0589,0.05112,0.09375,25.37509,0.05728,2704.0,2732.0,-28.0,20.0,30.0
Cs2TiCrSe6,1.11183,-1.3321,103.62154,30.0,0.85,0.0,1.05383,0.30808,23.63136,0.05734,0.0481,0.81326,23.67357,0.05729,2705.0,2660.0,45.0,20.0,30.0
Cs2SnVSe3Br3,1.06729,-1.43521,95.32111,30.0,0.82474,0.41,1.05314,0.31218,21.91185,0.05873,0.048,0.84067,22.71979,0.0573,2706.0,2721.0,-15.0,20.0,30.0
Cs2MnSbO3Br3,1.44096,-1.58652,118.9122,30.0,0.85,0.48,1.09329,0.37054,25.2843,0.05718,0.0498,0.08297,25.23712,0.0573,2706.0,2649.0,57.0,20.0,30.0
Cs2VCuSe3Cl3,1.36983,-1.41391,120.10734,30.0,0.82992,0.61,1.05507,0.33509,24.78152,0.05829,0.05064,0.09549,25.37967,0.05731,2708.0,2706.0,2.0,20.0,30.0
Cs2VZnSe3Cl3,1.34614,-1.47662,119.79124,30.0,0.83349,0.61,1.05299,0.33773,24.89413,0.05808,0.05046,0.10218,25.34407,0.05732,2709.0,2695.0,14.0,20.0,30.0
Cs2WFeSe3F3,1.63979,-1.97888,108.7417,30.0,0.76479,1.43,1.09925,0.37842,21.53607,0.06191,0.05245,0.08779,23.96068,0.05738,2710.0,2846.0,-136.0,20.0,30.0
Rb2GeFeS3Br3,0.93244,-1.22118,29.59351,30.0,0.83108,0.38,1.02904,0.30921,14.67487,0.05908,0.03873,0.62291,15.18025,0.05738,2710.0,2742.0,-32.0,20.0,30.0
Cs2NbFeO3I3,1.69761,-1.94308,103.25466,30.0,0.83048,0.78,1.06536,0.35694,22.7279,0.05844,0.04931,0.08318,23.28331,0.05745,2712.0,2709.0,3.0,20.0,30.0
Cs2SnMnO3Se3,1.44307,-1.47176,119.9836,30.0,0.84844,0.89,1.07078,0.39497,25.22814,0.05745,0.05001,0.08336,25.26584,0.05746,2713.0,2663.0,50.0,20.0,30.0
Cs2SbCuS3I3,1.061,-0.9147,93.8544,30.0,0.85,0.08,1.02708,0.32921,22.40987,0.05748,0.04695,0.83897,22.45998,0.05746,2713.0,2665.0,48.0,20.0,30.0
Cs2VZnO3I3,1.65865,-1.79992,107.35972,30.0,0.82866,0.78,1.06646,0.35556,23.16384,0.05853,0.04973,0.08255,23.70928,0.05748,2715.0,2714.0,1.0,20.0,30.0
Cs2TiSbSe3Cl3,1.61405,-1.69451,111.63965,30.0,0.80485,0.61,1.0688,0.31794,22.9206,0.05978,0.05106,0.0839,24.2633,0.05748,2715.0,2771.0,-56.0,20.0,30.0
Cs2GeInO3I3,1.69353,-1.46578,103.42379,30.0,0.84588,0.78,1.05564,0.36944,23.2066,0.05764,0.04875,0.08176,23.27768,0.05748,2715.0,2675.0,40.0,20.0,30.0
Cs2CrMnSe6,1.10493,-1.15365,102.75329,30.0,0.85,0.0,1.04576,0.31818,23.49583,0.05739,0.048,0.83001,23.46966,0.05748,2715.0,2661.0,54.0,20.0,30.0
Cs2TaZnO3Br3,1.6387,-2.0532,108.90517,30.0,0.85,0.48,1.06215,0.41071,23.98561,0.05743,0.04906,0.08038,23.94405,0.0575,2719.0,2662.0,57.0,20.0,30.0
Cs2CrWO3Se3,1.62533,-1.63477,110.52134,30.0,0.80265,0.89,1.09875,0.35947,22.75406,0.05987,0.05103,0.08416,24.06701,0.0575,2719.0,2776.0,-57.0,20.0,30.0
Cs2VCuS3Br3,1.35847,-1.328,121.20909,30.0,0.85,0.38,1.05438,0.33421,25.41192,0.0575,0.05003,0.09698,25.37645,0.0575,2719.0,2667.0,52.0,20.0,30.0
Li2GeGaO3F3,2.24965,-2.21915,16.11895,30.0,0.74229,0.54,0.77489,0.42435,11.92699,0.06346,0.04508,0.11803,13.69425,0.0575,2719.0,2902.0,-183.0,20.0,30.0
Cs2GeVO3I3,1.62267,-1.86044,110.55072,30.0,0.73325,0.78,1.11441,0.29722,20.77255,0.06389,0.05408,0.09076,24.11879,0.05753,2723.0,2916.0,-193.0,20.0,30.0
Cs2ZrGaO3I3,1.69961,-2.12516,102.71396,30.0,0.84909,0.78,1.0535,0.37222,23.2191,0.05748,0.04856,0.08163,23.17768,0.05753,2723.0,2664.0,59.0,20.0,30.0
Cs2VFeSe3Cl3,1.33265,-1.52298,121.3894,30.0,0.79649,0.61,1.0731,0.31266,23.72921,0.06034,0.05221,0.11317,25.37892,0.05754,2725.0,2796.0,-71.0,20.0,30.0
Cs2GeGaO3I3,1.64454,-1.43817,109.02173,30.0,0.77414,0.78,1.09564,0.31944,21.75972,0.0615,0.05211,0.08724,23.91402,0.05755,2726.0,2834.0,-108.0,20.0,30.0
Cs2NbSbO3Se3,1.58545,-1.88496,113.63154,30.0,0.81332,0.89,1.0928,0.36686,23.41636,0.05926,0.05089,0.08296,24.41847,0.05756,2727.0,2753.0,-26.0,20.0,30.0
Cs2MnGaSe3Cl3,1.27982,-1.46782,119.51912,30.0,0.8281,0.61,1.05611,0.33377,24.5583,0.0586,0.0507,0.14444,25.17899,0.05759,2728.0,2717.0,11.0,20.0,30.0
Cs2MnGaS3Se3,1.40849,-1.11803,121.20493,30.0,0.85,0.03,1.05405,0.33115,25.3642,0.05751,0.05007,0.08659,25.2949,0.0576,2729.0,2668.0,61.0,20.0,30.0
Rb2TiBiO3Cl3,2.18099,-2.27148,26.58191,30.0,0.85,0.28,1.02782,0.42523,14.84146,0.05753,0.0423,0.0988,14.79425,0.05762,2730.0,2670.0,60.0,20.0,30.0
Cs2VZnS3Br3,1.31938,-1.40909,120.88691,30.0,0.85,0.38,1.05231,0.33684,25.33515,0.05755,0.05003,0.1133,25.29512,0.05762,2730.0,2671.0,59.0,20.0,30.0
Cs2VMnSe3Cl3,1.35568,-1.58005,121.54454,30.0,0.79649,0.61,1.0731,0.31266,23.76106,0.06029,0.05221,0.10356,25.31988,0.05764,2732.0,2792.0,-60.0,20.0,30.0
Cs2GeNbSe3Cl3,1.5606,-1.49141,116.57946,30.0,0.79002,0.61,1.07634,0.30871,22.92584,0.06076,0.05219,0.08539,24.67575,0.05768,2733.0,2812.0,-79.0,20.0,30.0
Cs2TiFeO3I3,1.65119,-1.99704,109.03334,30.0,0.81735,0.78,1.07305,0.34722,22.92216,0.05929,0.05038,0.08364,23.81335,0.05769,2734.0,2754.0,-20.0,20.0,30.0
Cs2MnInO3Br3,1.4686,-1.68678,121.08024,30.0,0.85,0.48,1.04778,0.43006,25.1992,0.05769,0.05017,0.08204,25.22562,0.0577,2735.0,2677.0,58.0,20.0,30.0
Cs2NbCuO3Br3,1.38644,-1.95828,122.29145,30.0,0.85,0.48,1.0644,0.40774,25.39159,0.05766,0.0502,0.0905,25.37109,0.05773,2736.0,2676.0,60.0,20.0,30.0
Cs2GeMoS3Se3,1.54541,-1.01556,117.69819,30.0,0.82357,0.03,1.08499,0.29319,24.02106,0.05901,0.05091,0.08249,24.77437,0.05773,2736.0,2739.0,-3.0,20.0,30.0
Cs2ZrBiO3I3,1.81785,-2.02143,87.58261,30.0,0.85,0.78,1.02447,0.41111,21.3988,0.05762,0.04719,0.08492,21.35079,0.05774,2738.0,2674.0,64.0,20.0,30.0
Cs2GeCrSe6,1.09991,-1.03849,104.56859,30.0,0.82969,0.0,1.06932,0.28914,22.82751,0.05892,0.04901,0.84611,23.4628,0.05774,2738.0,2733.0,5.0,20.0,30.0
Cs2GeWS3Se3,1.69103,-1.0253,105.58991,30.0,0.82825,0.03,1.0828,0.29581,22.74749,0.05885,0.04971,0.08369,23.33739,0.05777,2740.0,2727.0,13.0,20.0,30.0
Cs2GeCuS3Se3,1.36751,-0.90504,122.80882,30.0,0.85,0.03,1.05509,0.32984,25.40712,0.05777,0.05027,0.09495,25.38162,0.05779,2741.0,2678.0,63.0,20.0,30.0
Cs2MnGaS3Br3,1.26543,-1.34027,120.59951,30.0,0.85,0.38,1.05542,0.33289,25.16398,0.0578,0.05006,0.15685,25.14171,0.05783,2742.0,2681.0,61.0,20.0,30.0
Rb2TiMoO6,2.12251,-2.76654,37.65402,30.0,0.85,0.0,1.10447,0.42679,15.87632,0.05792,0.04321,0.09661,15.91954,0.05785,2743.0,2688.0,55.0,20.0,30.0
Cs2GeVSe3Cl3,1.36113,-1.48606,123.23182,30.0,0.74236,0.61,1.09849,0.28232,22.09968,0.06378,0.05491,0.10907,25.40842,0.05788,2744.0,2911.0,-167.0,20.0,30.0
Cs2SnCrSe6,1.05993,-1.03372,95.59286,30.0,0.85,0.0,1.03682,0.32955,22.38127,0.05788,0.04721,0.84686,22.3924,0.05788,2744.0,2686.0,58.0,20.0,30.0
Rb2SbCuSe3I3,0.91016,-0.92126,16.25556,30.0,0.85,0.11,0.97789,0.31818,13.24335,0.05895,0.03641,0.56952,13.53587,0.05791,2746.0,2736.0,10.0,20.0,30.0
Cs2MoFeSe3F3,1.47421,-2.02683,122.19232,30.0,0.76058,1.43,1.10168,0.37538,22.46775,0.06271,0.05406,0.09026,25.17096,0.05792,2747.0,2879.0,-132.0,20.0,30.0
Cs2GeSbS3Br3,1.62791,-1.05213,113.33137,30.0,0.79437,0.38,1.08433,0.29737,22.49195,0.0609,0.05183,0.08591,24.0827,0.05799,2748.0,2818.0,-70.0,20.0,30.0
Cs2MnGaSe3Br3,1.08239,-1.36346,101.14588,30.0,0.8376,0.41,1.04606,0.32107,22.67659,0.05853,0.0483,0.85144,23.00144,0.05799,2748.0,2715.0,33.0,20.0,30.0
K2TiSbO3F3,2.35804,-2.77481,0.19498,30.0,0.85,0.54,1.08188,0.44465,11.83757,0.05801,0.04077,0.11349,11.83458,0.05801,2750.0,2691.0,59.0,20.0,30.0
Rb2ZrCrO3F3,2.12939,-2.8372,36.79571,30.0,0.85,0.54,1.07508,0.49262,15.7512,0.05801,0.04318,0.09705,15.73563,0.05802,2751.0,2692.0,59.0,20.0,30.0
Cs2VMnS3Br3,1.28425,-1.50781,122.67459,30.0,0.81888,0.38,1.07236,0.31184,24.28744,0.05963,0.05153,0.14335,25.23047,0.05803,2752.0,2762.0,-10.0,20.0,30.0
Cs2TaFeO3Br3,1.66333,-2.0374,110.22099,30.0,0.85,0.48,1.08388,0.38244,23.71116,0.05809,0.0494,0.08191,23.7189,0.05803,2752.0,2696.0,56.0,20.0,30.0
Cs2CrAgSe3I3,1.02597,-1.07027,84.89911,30.0,0.85,0.11,0.97727,0.3744,21.19379,0.05791,0.04587,0.82174,21.10636,0.05806,2754.0,2687.0,67.0,20.0,30.0
K2TiInO3F3,2.34668,-2.80705,2.34591,30.0,0.85,0.54,1.0293,0.51845,12.02339,0.05817,0.04097,0.11253,12.01201,0.05807,2755.0,2700.0,55.0,20.0,30.0
Cs2WFeO3I3,1.79751,-1.51622,93.21589,30.0,0.81539,0.78,1.07416,0.34583,20.84749,0.05988,0.04913,0.0882,21.74361,0.05813,2756.0,2777.0,-21.0,20.0,30.0
Cs2GeMnBr3I3,1.0367,-1.3201,89.1962,30.0,0.79883,0.3,1.04973,0.28245,20.25962,0.06066,0.04823,0.83499,21.64072,0.05816,2757.0,2810.0,-53.0,20.0,30.0
Cs2SnCuO3Se3,1.19915,-1.29517,118.58318,30.0,0.85,0.89,1.05182,0.42012,24.74489,0.05817,0.04993,0.30381,24.77154,0.0582,2758.0,2701.0,57.0,20.0,30.0
Na2SnFeSe3Br3,0.88769,-1.12503,0.21458,30.0,0.83004,0.41,0.90081,0.33883,11.36682,0.0597,0.03451,0.50388,11.751,0.05823,2759.0,2766.0,-7.0,20.0,30.0
Cs2TaSbS6,1.62352,-1.12817,114.5573,30.0,0.85,0.0,1.06928,0.33696,24.14255,0.05819,0.0498,0.08135,24.09946,0.05827,2760.0,2703.0,57.0,20.0,30.0
Cs2ZrWS6,1.58451,-1.51042,118.44146,30.0,0.85,0.0,1.05217,0.3587,24.50586,0.05828,0.05019,0.08132,24.50637,0.05829,2761.0,2704.0,57.0,20.0,30.0
Cs2ZrSbO3I3,1.78827,-1.99943,95.98292,30.0,0.8426,0.78,1.05779,0.36667,21.69973,0.05877,0.04847,0.08594,21.90675,0.05842,2762.0,2724.0,38.0,20.0,30.0
Rb2GeGaO3F3,2.08133,-2.40141,46.87686,30.0,0.85,0.54,1.12661,0.42435,16.62181,0.0585,0.04408,0.09583,16.66168,0.05844,2763.0,2712.0,51.0,20.0,30.0
Cs2GeMnS3Se3,1.26613,-1.06808,124.25521,30.0,0.84839,0.03,1.07305,0.30759,25.11937,0.05851,0.05064,0.15837,25.15809,0.05844,2763.0,2713.0,50.0,20.0,30.0
Cs2GeVS3Br3,1.2613,-1.36651,124.35134,30.0,0.76489,0.38,1.09769,0.28158,22.54699,0.06314,0.05416,0.1806,25.17042,0.05845,2765.0,2891.0,-126.0,20.0,30.0
Cs2VMnO3I3,1.69154,-1.99225,108.76316,30.0,0.79024,0.78,1.08763,0.32917,21.67786,0.0615,0.0517,0.0881,23.29855,0.05845,2765.0,2835.0,-70.0,20.0,30.0
Cs2NbCuSe3Br3,1.05381,-1.3591,96.70982,30.0,0.85,0.41,1.02537,0.34772,22.21068,0.05841,0.0474,0.85459,22.19604,0.05845,2765.0,2707.0,58.0,20.0,30.0
Cs2SnFeO3Se3,1.57608,-1.32043,119.83242,30.0,0.84844,0.89,1.07078,0.39497,24.52933,0.05848,0.05041,0.08162,24.55376,0.05847,2768.0,2710.0,58.0,20.0,30.0
Cs2VFeS3Br3,1.22641,-1.41366,122.5164,30.0,0.81888,0.38,1.07236,0.31184,23.99998,0.0601,0.05163,0.23224,24.95715,0.05852,2769.0,2785.0,-16.0,20.0,30.0
Cs2SnVSe3F3,1.58656,-2.20925,119.19178,30.0,0.75843,1.43,1.1029,0.37386,21.79303,0.06344,0.05413,0.08967,24.44234,0.05852,2769.0,2900.0,-131.0,20.0,30.0
Cs2VZnSe3Br3,1.064,-1.41333,101.19794,30.0,0.84286,0.41,1.04305,0.32487,22.31242,0.05912,0.04824,0.86627,22.62724,0.05857,2771.0,2747.0,24.0,20.0,30.0
Cs2CrMnO3I3,1.69631,-1.70477,108.59688,30.0,0.8212,0.78,1.07084,0.35,22.48619,0.05991,0.05046,0.08555,23.20264,0.05858,2772.0,2779.0,-7.0,20.0,30.0
Cs2SnMoO3Se3,1.65936,-1.48507,113.6372,30.0,0.82914,0.89,1.08342,0.3787,23.16857,0.05969,0.05066,0.0844,23.7532,0.05862,2773.0,2765.0,8.0,20.0,30.0
Cs2TiCrS3Se3,1.24273,-1.38296,124.34284,30.0,0.85,0.03,1.06347,0.31937,25.0465,0.05863,0.05064,0.19195,25.04912,0.05862,2773.0,2718.0,55.0,20.0,30.0
Cs2GeCrS3Se3,1.51574,-1.04912,124.76455,30.0,0.83514,0.03,1.07953,0.29974,24.54055,0.05939,0.05141,0.08334,25.03473,0.05862,2773.0,2758.0,15.0,20.0,30.0
